날짜,제목
2023-06-16,차량번호 변경 요청드립니다.
2023-06-16,"카드발급 신청했는데, 개인적인 사정상 등기우편 받지 못하여 반송되었습니다...다시 받을 수 있을까요???"
2023-06-16,충전시 회원인증 불가
2023-06-16,차량번호 변경 부탁드립니다.
2023-06-16,차량번호 수정 부탁드립니다.
2023-06-16,차량번호 변경 요청드립니다.
2023-06-15,차량번호변경 요청드립니다.
2023-06-15,차량번호 변경 요청드립니다.
2023-06-15,결제 카드 등록 오류
2023-06-15,차량번호 변경 요청합니다
2023-06-15,차량번호변경요청
2023-06-15,충전카드는 하나로 통합이 안되나요?>?
2023-06-15,분실카드 사용내역 확인 요청
2023-06-15,로그인 계정연결
2023-06-15,차량번호 변경 요청드립니다
2023-06-15,차종문의
2023-06-15,차량번호 수정 요청
2023-06-15,담당자 변경으로 휴대폰번호 변경 요청
2023-06-14,이륜차 충전카드 발급건
2023-06-14,차량번호 조회 안 됨 질문
2023-06-14,차량번호 변경 요청드립니다.
2023-06-14,차량 번호 변경 요청
2023-06-14,차량번호 변경 요청드립니다.
2023-06-14,차량번호 변경 부탁합니다
2023-06-14,차량번호 수정
2023-06-14,담당자 변경으로 인한 휴대폰번호 변경
2023-06-14,차량변호 변경 요청드립니다.
2023-06-14,법인회원 개인 차량 등록 관련
2023-06-13,차량번호 변경 요청드립니다.
2023-06-13,결제카드 등록이 안되네요
2023-06-13,결재카드 등록방법 문의
2023-06-13,카드 배송 조회
2023-06-13,결제카드등록
2023-06-13,차량번호 변경요청
2023-06-13,차량번호 변경 요청
2023-06-13,전기차 카드 신청 발급기간
2023-06-13,결제한 금액이 환불되지 않았습니다.
2023-06-12,차량번호변경요청드립니다
2023-06-12,카드수령후 차량번호변경이 되지 않습니다. 방법을 알려주세요
2023-06-12,전기차 충전 사업자 점유율 관련 문의
2023-06-12,결제카드 등록이 안됩니다. 또한 차량번호 변경요청
2023-06-12,회원카드 차량번호 변경 요청
2023-06-11,결재카드 변경요청 합니다
2023-06-11,결재카드 등록이 안됩니다.
2023-06-10,카드거부
2023-06-10,회원카드 차량번호를 변경하고 싶어요.
2023-06-09,카드 재등록
2023-06-09,카드 등록을 해도 돈이 안 빠져 나갑니다.
2023-06-09,차량번호 수정방법
2023-06-09,자동차 번호를 잘못입력 하였습니다. 수정어떻게 하나요?
2023-06-09,차량번호
2023-06-09,결제카드 변경문의
2023-06-09,차량번호 수정방법
2023-06-09,차량번호 수정 이요
2023-06-09,전기차로 출장가서 충전하면 현지에서 충전한 영수증을 제출해야 하는데 영수증이 서울로 나오니 곤란하네요.
2023-06-08,차량번호 수정
2023-06-08,차량번호 및 전화번호 변경
2023-06-08,결제카드등록
2023-06-08,차량번호 수정
2023-06-08,카드 등록부탁드립니다
2023-06-08,차량번호 수정 부탁드립니다.
2023-06-08,이중결제 문의
2023-06-08,차량번호 변경부탁드립니다.
2023-06-07,차량 번호 변경부탁드립니다.
2023-06-07,결제카드 등록
2023-06-07,"차지비 충전가능 카드 등록, 사용 문의 건"
2023-06-07,전기차 카드가 갑자기 안됩니다 등록이 안됐다고 나와요
2023-06-07,충전소가 설치된 날짜와 설치된 위치의 좌표를 구하고 있습니다.
2023-06-07,충전 시작 후 충전을 멈추려면?
2023-06-07,결제카드 미등록 상태로 이용가능여부
2023-06-07,카드를 분실했습니다
2023-06-07,개인정보 변경
2023-06-07,결제카드 등록 오류
2023-06-07,결제 실패 관련 문의
2023-06-07,결재카드 등록하려고 하는데 진행이 안됩니다.
2023-06-07,타기관 이용내역 영수증
2023-06-07,충전카드 발송 등기번호 확인건
2023-06-07,개명 및 충전요금 미납
2023-06-06,카드 태그 인식불량 으로 재발급시 카드번호가 변경됩니까?
2023-06-06,차량번호 수정 하고 싶습니다.
2023-06-06,회원카드 발급완료
2023-06-05,개명으로 개인정보수정요청
2023-06-05,회원카드 등록 안됨
2023-06-05,카드 신청시 모델 리스트에 나오지 않음
2023-06-05,차량번호 변경 부탁드립니다.
2023-06-05,결제카드 문의
2023-06-05,법인담당자 변경
2023-06-03,차량번호 변경
2023-06-03,방금 입력한 것 수정합니다.
2023-06-03,차량번호 변경 부탁드립니다.
2023-06-03,공공충전인프라 멤버십카드 및 충전기 관련
2023-06-03,차량번호 변경 문의 드립니다
2023-06-02,차량번호변경 문의
2023-06-02,차량번호 변경(임시번호에서)
2023-06-02,회원카드 차량번호 변경요청
2023-06-02,회원카드 발급
2023-06-02,차량번호 입력 요청드립니다.
2023-06-02,수소 충전소 현황 업데이트 부탁드립니다.
2023-06-01,차량번호 입력요청
2023-06-01,환경부 충전 앱 개발 요청의 건
2023-06-01,결제 관련 문의사항
2023-06-01,결제일 관련
2023-06-01,충전기 찾기 서비스 관련 문의 사항
2023-05-31,차량번호등룩
2023-05-31,차량번호 변경 부탁드립니다.
2023-05-31,차량번호 변경해주세요.
2023-05-31,전기차 보조금 대상여부
2023-05-31,환경부 충전기에서 충전도했었는데 다시 등록되지 않는 카드번호라고 나옵니다.
2023-05-31,환경부 충전기 이용가능 시점 문의
2023-05-30,[긴급] ev회원카드 발급 관련 확인 요청
2023-05-30,충전 카드 분실/재등록 문의
2023-05-30,전기차 충전시 주차요금
2023-05-30,타기관(업체) 충전기 결제 어떻게 하나요?
2023-05-30,회원카드 추가 발급
2023-05-30,회원카드
2023-05-29,신규카드 발급 시 차량종류에 테슬라 모델x 가 없습니다.
2023-05-29,회원카드 발급후 차량번호 변경 등록 문의건
2023-05-28,제차는 아에 목록에 없습니다.추가좀 해주세요!!
2023-05-26,카드신청후 결제카드 등록은 어디서 하나요?
2023-05-26,전기차 충전기 가림막 설치 요청
2023-05-26,회원카드 차량번호 변경 요청
2023-05-26,타기관 충전 문의드립니다.
2023-05-26,회원정보 변경을 하려고 합니다.
2023-05-26,타기관 충전소 이용시
2023-05-26,결제카드 등록을 하려고 하니 회원번호가 안 뜹니다.
2023-05-25,결제카드등록이 안됨
2023-05-25,법인차량의 경우 어떻게 카드를 신청하는지 문의드립니다.
2023-05-25,회원카드 배송 조회
2023-05-25,"법인 사용자의 담당자 성명, 전화번호 변경 문의합니다."
2023-05-25,환경부회원카드 임시번호로 등록후 차량 번호 수정 방법은?
2023-05-24,그저께 결제카드를 등록했는데.. 한국전기차충전서비스에서 승인되지 않는다고 나옵니다.
2023-05-24,공공충전인프로 멤버십카드를 추가로 발급 받아서 등록하려고 합니다.
2023-05-24,충전기 사용마다 회원카드가 필요한건가요
2023-05-24,차량번호 변경문의
2023-05-24,한국전기차충전서비스에서 승인되지 않는다고 나옵니다.
2023-05-24,개인으로 가입된 관공서입니다. 관공서 아이디로 전환가능한가요???
2023-05-24,전기자동차 공공급속충전시설 운영현황 자료 관련 질문드립니다.
2023-05-24,법인 전기차 충전 문의
2023-05-23,차량번호와 차대번호 수정방법 및 카드등록 문의
2023-05-23,충전기 데이터 관련 문의 드립니다.
2023-05-23,충전기 데이터 관련 문의 드립니다.
2023-05-23,차량 판매로 차량번호 삭제하려고 합니다.
2023-05-23,전기차 및 전기차 충전기 관련 질의
2023-05-23,충전카드 신청관련
2023-05-23,환경부회원카드로 한전충전기 충전 안되나요?
2023-05-22,"회원카드 결제 시, 정부구매카드 연동 관련"
2023-05-22,카드사용내역 연계가 안됩니다.
2023-05-22,전기차 충전요금 문의ㅏ
2023-05-22,차량번호 변경 요청의 건
2023-05-22,담당자 변경하고 싶습니다.
2023-05-22,환경부 충전기에서 충전이 되지않습니다.
2023-05-22,카드 사용이 안됩니다.
2023-05-21,차량번호 변경 및 결제카드 등록
2023-05-21,차량번호 변경되었을 때
2023-05-20,저공해차 스티커 발급문의
2023-05-20,돈은 빠져나갔는데 왜 충전이 안되어있나요?
2023-05-20,차량변경
2023-05-20,카드변경 후 결제
2023-05-20,2021년도에 발급받은 환경부카드 사용
2023-05-20,차량번호 수정?
2023-05-19,환경부 카드 차량번호 변경
2023-05-19,차량번호 변경은 어디서 해야 하나요??
2023-05-19,카드 사용이 안됩니다
2023-05-19,카드 등록
2023-05-19,전기차 충전기 수명 질의
2023-05-19,요금조회
2023-05-18,카드 차량 등록
2023-05-18,개인정보 수정관련
2023-05-18,차량 번호 변경
2023-05-18,차량번호 수정
2023-05-18,차량 등록 번호 변경의 건
2023-05-18,회원정보 변경 문의
2023-05-18,카드 결제 내역 확인
2023-05-18,회원 정보 변경
2023-05-17,카드는 받았는데 결제카드 등록하려니 받은 카드가 안 뜨네요.
2023-05-17,카드는 받았는데
2023-05-17,결제카드 등록이 안됩니다
2023-05-17,차량번호 수정 희망
2023-05-17,결제카드등록
2023-05-17,회원명 변경(법인)
2023-05-17,회원카드 추가 발급
2023-05-17,결제카드 등록이 안됩니다.
2023-05-16,회원카드 발급문의
2023-05-16,회원카드 비밀번호를 알수없습니다
2023-05-16,엘포인트 결제 할 수 있도록 해주세요
2023-05-16,차량번호 수정 요청
2023-05-16,결재카드를 알고 싶습니다.
2023-05-16,충전기 멀티/동시/단독 의미
2023-05-16,결제카드 등록 후 사용
2023-05-16,결제카드 등록이 되지 않습니다.
2023-05-16,카드 발급완료 상태인데 배송상태확인부탁드립니다.
2023-05-16,카드 발급완료 상태인데 배송상태확인부탁드립니다.
2023-05-16,선결제 취소 오류
2023-05-15,카드등록방법
2023-05-15,계정 변경
2023-05-15,먼저 카드에 차량 추가 등록
2023-05-15,ddd
2023-05-15,결재카드 등록이 않됩니다.
2023-05-15,회원카드 발급 관련 문의
2023-05-15,차량번호 수정요청합니다.
2023-05-15,회원카드 결제 시 미등록 회원? 으로 안된다고 하네요.
2023-05-14,카드 재발급관련
2023-05-14,카드신청후 얼마만에 받을수있나요?
2023-05-14,차량번호 수정 어떻게 해요 ?
2023-05-14,차량번호 수정 요청
2023-05-13,전기차 회원카드가 발급완료되었다고 표기되지만 정작 저는 수령을 못했습니다.
2023-05-13,중고로 전기차 판매시 공공충전인프라 멤버십카드는 어떻게 처리하나요?
2023-05-13,차량번호 수정 하려고 하는데요??
2023-05-12,청구결제 관련 문자 및 조회 문의
2023-05-12,인증실패
2023-05-12,제 발급 카드가 적용이 안됩니다.(애러 코드가 뜹니다)
2023-05-12,환경부 카드 회원조회0
2023-05-11,법인 환경부카드 등기 수령 문의
2023-05-11,과금형 콘센트 충전 구역 관련 문의
2023-05-10,차량 번호 수정하려면 어떻게 해야 하나요?
2023-05-10,결제카드 등록 (재문의)
2023-05-10,회원카드 발송 기간문의
2023-05-10,차량번호수정할려면 어떻게 해야하나요
2023-05-10,차량번호 수정 요청
2023-05-10,차량번호 수정요청
2023-05-09,카드분실 등록 부탁드립니다.
2023-05-09,법인 담당자 변경관련 문의
2023-05-09,회원카드 발급 못받았는데 완료처리 되어 있습니다.
2023-05-09,결제카드 관련
2023-05-09,법인이라 업무담당자 변경처리 하고싶습니다.
2023-05-09,결제카드 등록
2023-05-09,전기차 결재카드 발급 및 등록 방법 문의드립니다.
2023-05-09,결제카드 등록
2023-05-08,카드분실
2023-05-08,결재카드 등록
2023-05-08,결재카드 등록/차량번호 수정 어떻게 하나요?
2023-05-08,멤버쉽카드 등록 방법 문의드립니다.
2023-05-08,회원카드 발급 전 충전 관련 문의
2023-05-08,충전카드 추가발급 명의
2023-05-08,카드배송 문의 드립니다. '발급완료' 상태로 되어있는데 배송현황 확인 부탁드립니다!!
2023-05-08,차량번호 수정요청
2023-05-08,카드배송관련 문의드립니다.
2023-05-08,카드등록이 안돼요
2023-05-07,"결제카드 등록에 회원카드 정보가 표시가 안됨. 따라서, 결제카드 자체를 등록할 수가 없습니다. 해결 부탁드립니다."
2023-05-07,차량정보 수정이 안되요
2023-05-06,카드발급했는데
2023-05-05,배터리 교환서비스 가입 신청 절차
2023-05-05,회원카드 정지
2023-05-05,카드 태그 인식 안될때
2023-05-05,결제카드등록
2023-05-05,회원카드 임시차량 번호로 등록후 결제카드 등록
2023-05-05,충전기 인프라 문의
2023-05-04,이용요금 조회
2023-05-04,법인회원 및 결제수단 문의
2023-05-04,회원카드정보 업데이트
2023-05-04,충전내역 확인요청
2023-05-03,멤버십카드
2023-05-03,멤버십카드 받아서 결제카드등록까지 했는데 환경부에서 설치한 충전기에서 회원정보를 확인할수 없다고 나오는데 뭐가 문제인가요?
2023-05-03,결재 카드등록
2023-05-03,카드 결제 문의입니다.
2023-05-03,법인 전기차량 결제카드 변경 관련
2023-05-03,회원카드 신규 발급 시 기존 회원카드는 정지되나요?
2023-05-03,충전카드 결재가 돠지 않아 기계오류가 ㄸ고 충전이 되지 않습니다
2023-05-03,임시번호로 멤버십 카드 발급 받았는데 차량번호가 나와서 변경하고 싶습니다.
2023-05-02,차량번호를 임시로 해서 카드발급을했습니다. 차량번호를 입력하고 싶습니다.
2023-05-02,카드 분실 등록
2023-05-02,차량번호 변경 요청
2023-05-02,차량번호 변경요청
2023-05-02,결제카드 등록
2023-05-02,차량번호 변경 요청
2023-05-02,차량번호 변경 요청드립니다.
2023-05-02,카드배송이 어떻게 진행되고 있는지 확인이 안됩니다. 알수 있는 방법이 있을까요?
2023-05-02,차량번호 변경요청
2023-05-01,차량번호 변경 요청
2023-05-01,차량번호 변경 요청드립니다.
2023-05-01,차량정보 변경요청
2023-05-01,차량번호 변경 부탁드립니다
2023-05-01,카드 배송 문의
2023-05-01,차량번호 변경요청
2023-05-01,충전기 신용카드 결제
2023-05-01,차종문의
2023-04-30,차량번호 변경요청
2023-04-30,전기차량 추가 구입시 충전카드를 별도로 신청 해야 하나요?
2023-04-29,차량번호 변경요청
2023-04-28,결제 카드 등록 어떻게 하나요?
2023-04-28,결제포인트 등록 실패
2023-04-28,회원카드의 차량 번호 변경 방법 문의드립니다.
2023-04-28,결재카드 등록에 조회된 내역 없음 이슈 공유
2023-04-27,회원카드에 대한 차량 정보 수정 요청.
2023-04-27,회원 카드 관련
2023-04-27,차량번호수정요청
2023-04-27,미등록된 카드라고 나와요.
2023-04-27,자동차번호 변경
2023-04-27,임시번호 자동차 번호 등록 방법
2023-04-27,자동차번호변경 신청문의
2023-04-26,회원가입신청 차종문의
2023-04-26,회원카드신청 차량문의
2023-04-26,통합누리집 카드번호 변경의 건
2023-04-26,법인 신규 전기차 1대를 더 구입하였습니다.
2023-04-26,법인 전기차 충전 카드 신청
2023-04-26,법인의 전기차 카드 발급 문의
2023-04-26,결제카드 등록이안됩니다
2023-04-26,해피포인트 등록이 안됩니다.
2023-04-26,카드사용 안되는곳
2023-04-26,차가 변경됐는데...
2023-04-25,멤버쉽카드신청이후 차량번호배정
2023-04-25,충전기 지점관리 이용신청
2023-04-25,회원 카드 발급
2023-04-25,동일 차량 충전 카드 추가 발급
2023-04-24,차량 번호변경
2023-04-24,홈페이지 내 결제카드 등록 / 멤버쉽카드 인식불가
2023-04-24,환경부 전기차 충전카드 분실 재발급 문의
2023-04-23,회원카드를 신용카드로 연결하는 방법
2023-04-23,차량번호 변경방법 문의
2023-04-23,전기차카드 차량번호 변경문의
2023-04-22,타인도용 문의
2023-04-22,충전요금 문의
2023-04-22,회원카드 차량번호 변경방법 문의드립니다
2023-04-22,환경부 충전카드 발급
2023-04-22,결제카드 비밀번호 오류
2023-04-22,차량번호 변경문의
2023-04-22,회원카드
2023-04-22,차량번호 변경문의드립니다.
2023-04-22,차량번호 변경문의
2023-04-21,충전카드 비밀번호 오류
2023-04-21,차량번호변경및 결제카드 등록방법
2023-04-21,멤버십 카드 이용 관련 문의
2023-04-21,차량 번호 변경 및 결제카드 등록 관련 문의
2023-04-21,결제카드 등록이 안되요
2023-04-21,회원번호 입력후 비번을 입력?
2023-04-21,카드분실
2023-04-21,차량번호 변경요청합니다.
2023-04-21,회원카드 차량번호 수정 요청합니다.
2023-04-21,차량번호 변경요청 드립니다.
2023-04-21,차량 번호 변경 요청드립니다.
2023-04-20,급속충전을 했는데 충전은 안되고 금액만 청구됐어요.
2023-04-20,담당자 변경에 따른 카드정보 이관
2023-04-20,결제카드 등록이 안돼요
2023-04-20,영수증은 어디서 발부할수 있나요
2023-04-19,차량변경시 충전카드 다시신청해야 하나요?
2023-04-19,회원카드 차량번호 변경 부탁드립니다.
2023-04-19,카드 인식이 되지 않습니다.
2023-04-19,회원 충전카드 일괄등록 기능 추가 요청의 건
2023-04-19,결제카드 등록이 안되는데요...
2023-04-18,"자동차정보, 결제카드등록 요청요"
2023-04-18,"차량정보 변경?, 결제카드등록 부탁드려요"
2023-04-18,"차종, 차량번호, 결제카드등록 변경 부탁드립니다"
2023-04-18,결제카드 등록이 안되요
2023-04-18,회원카드 차량번호 수정 요청 건
2023-04-18,"차량 가번호를 진번호로 변경 부탁드립니다. 00-민-0000---59거3701, 결제카드 등록 방법 급구"
2023-04-18,차량판매로 멤버쉽카드 해지(삭제) 부탁드립니다
2023-04-18,차량번호 변경 부탁드립니다.
2023-04-18,차량번호 변경 부탁 드립니다.
2023-04-18,차량번호 변경 부탁드립니다.
2023-04-18,13053번 질의에 이어 다시 문의드립니다
2023-04-18,카드등록 결제
2023-04-18,회원카드 신청
2023-04-18,결재카드 등록
2023-04-18,회원카드 정보 수정 요청드립니다
2023-04-17,결제카드등록
2023-04-17,결제카드등록
2023-04-17,기존 등록카드 차량번호 변경
2023-04-17,기존 아이디에 등록된 회원카드를 신규 아이디로 옮길 수 있을까요?
2023-04-17,타기관이용명세서가 조회가 안되요
2023-04-15,카드인식 안됨
2023-04-15,불편 민원 신고 센터에 등록 시 ...
2023-04-14,차량번호 변경
2023-04-14,차량번호 변경
2023-04-14,회원카드 등기?
2023-04-14,차량번호 변경 요청
2023-04-14,차량번호 변경 요청
2023-04-14,차량 정보 변경
2023-04-14,공공충전인프라 멤버십카드 차량번호 등록 문의
2023-04-14,사용자이름 정보변경 요
2023-04-14,"충전소, 충전기 데이터 api 문의"
2023-04-13,차량번호변경
2023-04-13,차량번호변경
2023-04-13,차량번호 변경요청
2023-04-13,충전오류로 인한 결제오류
2023-04-13,차량번호가 변경이 되었는데 어떻게 해야하나요?
2023-04-13,결제카드 등록 해지
2023-04-13,충전 내역은 언제 볼 수 있을까요?
2023-04-13,회원카드 차량번호 변경 어떻게 하나요?
2023-04-13,차종변경으로 인한 충전카드 그대로 사용가능한지 문의합니다.
2023-04-12,결제실패한거 다시 결제어떻게 합니까
2023-04-12,카드재발급 문의
2023-04-12,전기자동차 충전시설 및 전용주차구역 운영에 관련한 문의
2023-04-12,충전기운영/회원카드및결제
2023-04-12,결제 카드 갱신을 했는데 반영이 안됩니다.
2023-04-12,카드 재발급시 기존 카드 유효성 질문
2023-04-12,카드재발급
2023-04-11,카드 발급
2023-04-11,타기관 이용요금 조회 관련 문의
2023-04-11,결재 취소 요청(충전기 고장)_내용 수정 첨부
2023-04-11,카드분실
2023-04-11,타사업자 카드 로밍 인증 안됨 문의
2023-04-11,통합누리집에서 받은 카드에 대하여 궁금합니다.
2023-04-11,차량번호 수정요망
2023-04-11,차량번호변경요청합니다
2023-04-11,핸드폰 번호 변경 요청
2023-04-11,차량번호 변경 요청
2023-04-10,차량번호번경 요청 합니다.
2023-04-10,차량번호 변경 신청
2023-04-10,회원카드 차량 모델이 없는 경우
2023-04-10,차량번호 변경 요청드립니다.
2023-04-10,차량번호변경요청합니다
2023-04-10,충전시간 고려한 주차정산비용 검토 및 조정
2023-04-10,차량번호 변경 요청합니다.
2023-04-10,충전 카드 미작동의 원인 파악
2023-04-10,지원금 신청 근데 이사 날짜 겹침... 음
2023-04-10,차량번호 변경요청
2023-04-10,요금내역 조회 불능
2023-04-10,차량번호 변경요청
2023-04-10,차량 인수 후 차량번호 변경등록 및 결제카드 정보 입력
2023-04-10,차량번호 변경요청
2023-04-10,챠량번호 변경 요청
2023-04-10,환경부 카드 발급후에 신용카드를 등록했는데 갑자기 삭제되었습니다
2023-04-10,중고전기차 구매자는 환경부카드를 전차주가 꼭 해지해야합니까
2023-04-10,담당자변경에 따른 전화번호 수정
2023-04-09,결제카드 등록란에 결제카드 등록 불가
2023-04-09,충전요금
2023-04-09,차량번호 변경 요청
2023-04-09,차량번호 변경
2023-04-08,차량번호 변경
2023-04-08,차량번호 변경 및 결제카드 등록 가능토록 처리 요청
2023-04-07,카드 수령했으나 차량 번호와 연결이 안되었습니다.
2023-04-07,구매하려는 차량이 항목에 없습니다.
2023-04-07,전기차 충전소 다운로드 관련
2023-04-07,차량번호 변경 요청
2023-04-07,충전카드 결제 시 영수증 표기
2023-04-07,23년4월6일 충전내역좀 알고싶습니다
2023-04-07,차량번호변경
2023-04-07,담당자 변경으로 인한 번호 이메일 변경 요청
2023-04-07,9원은 사용내역 안나오나요
2023-04-07,전기차 관련 정보 api 문의
2023-04-07,차량번호변경요청
2023-04-07,충전요금이 과다하게 청구되어 확인하니 충전하지 않았는데 충전요금이 청구되거나 충전요금이 충전한도보다 많이 청구되어있습니다.
2023-04-07,충전금액 관련 결제카드 등록 불가 건
2023-04-07,결재 취소 요청 (충전기 고장)
2023-04-07,충전카드결제 내역 조회가 안됩니다.
2023-04-07,차량번호 수정 요청합니다
2023-04-07,차량등록번호 수정부탁드립니다.
2023-04-06,회원카드 신청시 차량 종류가 없습니다.
2023-04-06,전기차량 모델 추가 요청합니다. 회원카드 신청하려는데 차량모델에 BMW iX1을 선택할 수 없습니다. 추가 부탁 드립니다.
2023-04-06,차량등록번호 수정이요
2023-04-06,충전을 하지 않았는데 ㅠㅠ 도대체 언제 상담원과 연결을 할 수 있는지
2023-04-06,"충전하지 않았는데 하루밤 사이 약 103,186원이 결제되었습니다"
2023-04-06,충전 하지 않았는데 요금이 빠져나간 이유
2023-04-06,충전도 안했는데 카드 결제승인... 전화는 도무지 하루종일 연결도 안됩니다!
2023-04-06,차량종류 문의
2023-04-06,멤버십카드 문의
2023-04-06,이용하지 않았는데 승인됨.
2023-04-06,하이브리드 차량등록
2023-04-06,충전을 하지 않았는데 결제 되어 확인해 주시기 바랍니다.
2023-04-06,실시간 빌링 실패 관련
2023-04-06,결제카드 등록
2023-04-06,결제 요금이 맞지 않습니다.
2023-04-06,결제카드등록
2023-04-06,맴버쉽카드 승인 실패라고 뜹니다
2023-04-06,이용하지 않았는데 결제가 된 경우
2023-04-06,신용카드 전기차 무결제 승인 문의
2023-04-06,카드결제
2023-04-06,차량 번호 수정
2023-04-06,다들 비슷한 집에서 카드들고 있는데 연속결재건
2023-04-06,충전 하지 않았는데 결제된 경우
2023-04-06,충전 이용하지 않았는데 결제되는 경우
2023-04-06,결재내역 확인요청
2023-04-06,충전카드 결재건(분실의심)
2023-04-06,예전에 변경하기 이전 결제카드로 결제시도가 되네요.
2023-04-05,차량번호 변경요청
2023-04-05,충전요금 이중결제에 대하여
2023-04-05,충전이용 안했는데 결제되었다고 알람이 옵니다.
2023-04-05,충전요금 이중결제에 대하여
2023-04-05,충전내역없는데 결제됨
2023-04-05,차량번호 수정이 안되어 글 남깁니다.
2023-04-05,글번호 12926 관련
2023-04-05,차량번호 변경 요청
2023-04-05,회원카드 재발급
2023-04-05,타기관 이용요금 결제 영수증 관련
2023-04-05,비번 변경 방법 문의
2023-04-05,카드 배송 관련 문의
2023-04-05,차량번호 변경 문의드립니다
2023-04-04,차량번호 변경건 수정 요청 드려요
2023-04-04,차량번호를 바꿨어요
2023-04-04,카드가 미등록 카드라고 뜨네요
2023-04-04,결제내역 확인 요청
2023-04-04,현 시세 충전요금이 공지되었으면 좋겠습니다
2023-04-03,수소차 공동명의 가능한가요
2023-04-03,완속충전기 사용관련
2023-04-03,충전요금 문의
2023-04-03,환경부카드에 자동차 번호를 임시로 넣어 발급받았는데 자동차 번호는 어디서 수정을 하나요
2023-04-03,카드 결제 내역은 있는데 홈페이지에서는 결제내역이 확인이 안됩니다.
2023-04-03,저공해자동차 의무구매임차제 실적적용 여부
2023-04-03,회원카드 분실 재발급 방법
2023-04-03,임시번호 입력하여 충전카드 미리 발급가능여부
2023-04-03,문의드립니다.
2023-04-03,회원카드 발급취소
2023-04-03,문의드립니다.
2023-04-03,차량번호 변경 요청드립니다.
2023-04-02,법인카드 요망
2023-04-02,등기배송 관련 문의
2023-04-02,충전소 고장신고합니다.
2023-04-02,차량번호를 변경하고 싶습니다
2023-04-01,회원카드 차량번호 변경의 건
2023-04-01,회원카드 비밀번호 문제
2023-04-01,차량번호 변경 부탁드립니다.
2023-04-01,가입되지 않은 사업자
2023-04-01,전기차 충전카드 관련 문의
2023-03-31,서울에너지공사 완속충전기 인식불가문제
2023-03-31,"완충결재(20,000원)하고 난 뒤 잔액은 언제 돌려받을 수 있나요??"
2023-03-31,회원카드 차량번호 변경 부탁해요
2023-03-31,서울에너지공사 완속 충전기 카드 인식 불가
2023-03-31,회원카드 차량번호 변경
2023-03-31,충전카드 인식 오류인가요?
2023-03-31,차량 번호 변경 부탁드립니다.
2023-03-31,차량번호 변경 부탁드립니다
2023-03-31,카드정지 해제 방법이 따로 있나요?
2023-03-31,차량 번호 변경하려면 어떻게 하면 되나요?
2023-03-30,차량번호 변경이 안됩니다
2023-03-30,"회원카드 등제, 차량 번호 등 변경"
2023-03-30,회원카드 차량번호 변경
2023-03-30,차량번호변경 부탁드립니다.
2023-03-30,차량번호변경 부탁드립니다.
2023-03-30,차량번호 변경 부탁드립니다.
2023-03-30,차량번호 변경
2023-03-30,이용요금 조회시 누락된 자료가 많습니다.
2023-03-30,환경부 시스템 충전기 정보 연계 문의
2023-03-30,카드 배송관련문의
2023-03-30,차량번호 수정 부탁 드립니다.
2023-03-30,전기요금 단가문의
2023-03-30,결제카드등록
2023-03-30,차량 모델 선택에 EQB모델이 없습니다.
2023-03-30,충전카드 배송조회
2023-03-30,회원카드 차량번호 변경 및 포인트결제 등록 방법 문의
2023-03-29,카드 태그 시 미등록회원이라고 나옵니다.
2023-03-29,충전 후 결제 실패 문의
2023-03-29,차량번호 수정 부탁드리겠습니다.
2023-03-29,카드정보 변경 요청드립니다.
2023-03-29,카드 비밀번호
2023-03-29,요금조회
2023-03-28,차량번호 수정부탁드립니다
2023-03-28,차량 번호 수정 결제카드등록
2023-03-28,휴대폰 번호 변경
2023-03-28,차량번호 변경등록 문의
2023-03-28,충전결제 알림내역 문의드립니다
2023-03-28,이륜차 충전
2023-03-28,결제카드 등록이 안됨
2023-03-27,차량번호 등록
2023-03-27,카드 등기 비용이 착불인가요?
2023-03-27,타인의 충전 요금이 제게 잘 못 청구되었습니다.
2023-03-27,카드발송되었다고 목요일날 문자가 왔는데요
2023-03-27,"회원 탈퇴 후, 재가입 관련"
2023-03-27,마이페이지 연결이 안됩니다.
2023-03-27,차량 번호 변경
2023-03-27,차량 번호 변경 요청
2023-03-27,회원카드 등기우편
2023-03-27,회원카드 등록 문의
2023-03-27,차량번호 정보 변경 관련 문의
2023-03-27,회원카드 신청
2023-03-27,차량 번호 변경 요청
2023-03-27,타기관 충전요금 조회(청구 전)
2023-03-27,전기차 충전금액 미청구 건
2023-03-27,의무구매임차제 - 다시 로그인 반복 문제
2023-03-27,월별 또는 기간별 이용요금이 합산되게..
2023-03-26,차량번호 변경 요청합니다
2023-03-26,차량번호 변경 요청합니다
2023-03-26,회사전기차 멤버십카드 등록
2023-03-26,회원카드가 인식이안됨
2023-03-26,차량번호 변경요청
2023-03-26,회원카드 수령 후 차번호 변경 및 결제카드 등록이 안됩니다
2023-03-26,차량번호 변경요청
2023-03-26,차량번호 변경요청
2023-03-26,카드등록했는데 왜 국민카드나오는지..
2023-03-25,차량번호 변경 요청
2023-03-25,카드 여러 장
2023-03-25,차량번호 변경 등록요청
2023-03-25,차량번호 변경 등록방법 문의
2023-03-24,(급)결재카드 등록 / 번호판 변경 요청
2023-03-24,충전카드 등록요청
2023-03-24,카드문의
2023-03-24,차량번호 변경 요청
2023-03-24,충전카드 발급문의
2023-03-24,차량번호 등록 요청
2023-03-24,차량양도 후
2023-03-24,차종문의
