날짜,제목
2022-10-27,멤버십카드는 발급 받았는데 결제카드 등록이 안됩니다.
2022-10-27,급속충전기 qr결제 인증실패
2022-10-27,양식에 맞춰 다시 올립니다. 차량번호 변경건
2022-10-27,임시로 적은 차량번호 변경 부탁드립니다.
2022-10-26,결제오류
2022-10-26,차량번호 등록요청합니다.
2022-10-26,카드발급은 보통 몇일이나 걸리나요?
2022-10-26,차량번호 변경요청
2022-10-26,차량번호 등록 요청
2022-10-26,차량번호 등록 요청
2022-10-26,차량번호 변경 요청
2022-10-26,자동차 번호 등록 문의
2022-10-26,카드발급문의
2022-10-26,환경부 충전 카드 사용 문의
2022-10-26,카드발급 관련문의
2022-10-26,충전기 추가요금 발생으로 문의
2022-10-26,차량 번호 변경 요청합니다
2022-10-25,차량번호 변경 및 결제카드 등록
2022-10-25,차량 변경 요청 드립니다.
2022-10-25,차량번호 변경 및 결재카드등록
2022-10-25,회원카드 언제 발급되나요?
2022-10-25,차량번호 및 결제카드 변경 등록
2022-10-25,차량 번호 변경 문의 드립니다.
2022-10-25,기존 충전카드외로 추가 발급 가능한가요?
2022-10-25,카드메모
2022-10-25,차량 번호 변경 문의 드립니다
2022-10-25,사용할 수 없는 카드 라고 합니다.
2022-10-25,결제카드 등록
2022-10-25,차량번호 등록 문의드립니다.
2022-10-25,차량번호 변경요청합니다
2022-10-25,차량번호 변경 문의
2022-10-25,회원카드 발급 문의
2022-10-25,회원카드 발급은 언제되나요?
2022-10-25,결제 카드 변경
2022-10-25,차량번호 부여에 따른 차량번호 수정 부탁드립니다.
2022-10-24,결제카드등록시 오류가 계속뜹니다
2022-10-24,차량번호 부여에 따른 정보 수정 요청
2022-10-24,차량번호 변경 요청.
2022-10-24,차량등록사업소에 등록까지 해놨는데...
2022-10-24,고장신고 - 터치가 잘 되지 않습니다
2022-10-24,하나의 회원번호에 하나 이상의 결제카드 등록
2022-10-24,회원카드 발급 문의
2022-10-24,차량번호수정
2022-10-24,차량번호 및 결제카드 변경 등록
2022-10-24,아파트내 전기차 충전소 이용문의
2022-10-24,결제 문의드립니다.
2022-10-24,환경부 전기자동차 충전기 통신규약 문의
2022-10-24,차량번호 변경요청
2022-10-24,차량번호 수정부탁드립니다.
2022-10-24,등록되지 않은 카드라고 해요
2022-10-24,결재카드는 어떻게 신청하나요?
2022-10-23,충전기록 및 요금 조회
2022-10-23,차량번호 변경을 요청 드립니다.
2022-10-23,카드등록은 되었나요?
2022-10-23,카드등록은 되었나요?
2022-10-23,차량번호 변경 요청합니다.
2022-10-23,차량번호 변경 부탁드립니다
2022-10-23,카드 언제.발송되나요???
2022-10-22,차량번호 변경 요청합니다
2022-10-22,차량번호 변경 요청드립니다.
2022-10-22,차량 번호 수정요청
2022-10-22,차량번호 수정부탁드립니다.
2022-10-22,차량번호 변경
2022-10-21,차량종류 및 차량번호 변경 요청합니다.
2022-10-21,결제카드 등록에 관해서...
2022-10-21,차량번호 변경 요청합니다.
2022-10-21,차량번호 변경요청
2022-10-21,차량번호 변경 요청
2022-10-21,차량번호 수정 요청
2022-10-21,차량번호 추가등록 요청합니다.
2022-10-21,수소전기충전소 문의
2022-10-21,차량등록번호 변경요청
2022-10-21,결제카드 명의에 관해서 질문드립니다~
2022-10-21,회원카드 결제일 문의
2022-10-21,충전 회원카드 정지
2022-10-21,충전카드 등록문의
2022-10-20,카드발급일정 문의
2022-10-20,카드 발급 일정 문의 드립니다.
2022-10-20,카드관련해서 문의드립니다
2022-10-20,타사 결제내역
2022-10-20,카드 등록 방법 문의
2022-10-20,차량번호 등록 부탁드립니다.
2022-10-19,차량번호 번경 요청드립니다.
2022-10-19,차량번호 변경 요청드립니다.
2022-10-19,차량번호 변경 부탁드립니다.
2022-10-19,차량번호 변경요청
2022-10-19,차량번호 변경신청합니다
2022-10-19,차량 등록 요청드립니다. (신규차량 추가)
2022-10-19,차량번호 변경요청
2022-10-19,차량번호 변경 부탁드립니다
2022-10-19,차량번호 변경 부탁드립니다.
2022-10-19,차량번호 변경 부탁드립니다.
2022-10-19,차량번호 변경 요청 드립니다.
2022-10-19,환경부카드에 등록된 차량번호 변경 부탁드립니다
2022-10-19,저번주 카드신청했는데 발급이 안돼네요
2022-10-19,회원카드 등기
2022-10-19,이용하지 않은 충전기 이용청구가 핸드폰 메세지로 왔습니다.
2022-10-18,환경부 카드 발급 부탁드립니다.(충전못하고 있어요.)
2022-10-18,충전을 하지 않았는데도 결재통보가 왔으며 실제 카드결재가 되었습니다. 해결하여 주십시오.
2022-10-18,발급 신청 하였습니다.
2022-10-18,"이번주에 차가 나온다는데, 카드 등록을 어떻게 해야 할까요?"
2022-10-18,카드발급완료 ㅡ등기배송으로 뜨는데 아직 미수령입니다
2022-10-18,카드 인증이 안됩니다.
2022-10-18,10월 6일 발급완료로 되어있는데... 아직 받지를 못해서요...
2022-10-18,차량번호 변경 요청
2022-10-18,차량번호 변경요청
2022-10-18,환불 불이행건
2022-10-18,BMW 530e 카드발급
2022-10-18,차량번호 변경 요청합니다.
2022-10-18,차량번호 변경 요청합니다
2022-10-18,차량번호 변경 요청합니다.
2022-10-18,결제카드변경 문의
2022-10-18,차량번호 변경 요청 드립니다.
2022-10-18,렌트카 카드 발급
2022-10-18,차량번호 변경 요청 드립니다.
2022-10-18,차량번호 변경요청드립니다
2022-10-18,환경부 카드가 없어서 충전을 못하고 있어요
2022-10-18,어제 1661-9408로 전화하여 임시발급 회원카드에 차량번호 등록 요청하였습니다.
2022-10-18,10월6일 신청한 카드 언제쯤 도착하나요?
2022-10-18,차량번호 변경요청합니다.
2022-10-17,차량번호 변경부탁드립니다
2022-10-17,환경부카드 등록후 결제카드
2022-10-17,차량번호 변경 요청합니다.
2022-10-17,eqe 350+ 등록
2022-10-17,차량번호 변경요청 드립니다.
2022-10-17,차량번호 변경요청
2022-10-17,차량번호 바꿔주세요
2022-10-17,차량번호 변경 요청입니다
2022-10-17,차량번호 변경 요청입니다
2022-10-17,차량번호 변경 요청
2022-10-17,차량번호 변경요청
2022-10-17,차량번호 바꿔주세요
2022-10-17,충전 영수증 발급
2022-10-17,차량번호 변경 요청 드립니다.
2022-10-16,차량번호 변경요청 드립니다.
2022-10-16,충전카드 미도착(10/5 신청)
2022-10-16,카드정보 변경요청 件
2022-10-15,차량번호 변경요청
2022-10-15,임시 등록한 차량번호 변경 요청드립니다.
2022-10-15,카드 태깅시 인증이 안되었다고 하는데
2022-10-15,차량번호 변경 등록 부탁합니다
2022-10-14,카드 차량번호 변경 신청
2022-10-14,차량번호 변경 요청합니다
2022-10-14,제 명의의 차가 없는상황에서 회원카드 발급 가능한가요?
2022-10-14,차량번호변경요청
2022-10-14,차량번호변경요청
2022-10-14,차량 번호 변경 요청드립니다.
2022-10-14,충전소 찾기 사이트 충전소 운영 현황
2022-10-14,차량 번호 변경신청합니다.
2022-10-14,결재카드 등록을 위해 차량번호 변경 요청합니다.
2022-10-14,회원카드 미수령
2022-10-13,차량번호변경 수정부탁드립니다
2022-10-13,차량번호 수정 부탁드립니다.
2022-10-13,카드발급시 차번호잘못입력
2022-10-13,제 차량 충전 카드 발급 대상인지 궁금합니다
2022-10-13,멤버십카드 수령후 마이페이지에서 결제카드 등록이 안됩니다.
2022-10-13,차량번호 변경
2022-10-13,카드 연동 차량 번호 변경 요청
2022-10-13,멤버십카드 사용차량은 지정? 비지정?
2022-10-13,결제카드 해지방법
2022-10-13,회원카드 발급상태 발급완료인데아직못받음
2022-10-13,결제카드 등록 질의
2022-10-13,카드발급문의
2022-10-12,멤버십카드 차량번호 변경요청 드립니다.
2022-10-12,차량 번호 변경요청드립니다.
2022-10-12,카드 태그 시 사용불가
2022-10-12,결제카드 등록이 안됩니다
2022-10-12,회원카드 발급
2022-10-12,카드발급
2022-10-12,차량 번호 변경 요청드립니다.
2022-10-12,전기차량 2대시??회원카드를 2장 발급받아야 하나요?
2022-10-12,법인카드 등록
2022-10-12,미결제 관련
2022-10-12,9월30일 신청 회원카드
2022-10-12,충전카드 발급 질문
2022-10-12,차량번호 변경 요청
2022-10-12,차량번호 변경 요청
2022-10-12,10/2일 신청 회원카드를 아직 못받고 있습니다. 확인부탁드립니다.
2022-10-11,카드 수령 및 차량번호 변경
2022-10-11,차량번호 수정 부탁드립니다
2022-10-11,환경부카드 문의
2022-10-11,결제카드등록
2022-10-11,충전내역조회 9월
2022-10-11,차량번호 수정 부탁드립니다
2022-10-11,회원정보 변경 관련 문의
2022-10-11,충전 내역 조회문의
2022-10-11,급속 충전기 충전시간 40분제한 규정문의
2022-10-11,회원카드를 사용할수가 없습니다
2022-10-11,차량번호 변경부탁드립니다.
2022-10-11,차량번호 수정 요청합니다.
2022-10-11,충전시 회원카드 등록이 안되어 있다.
2022-10-11,차량번호 변경요청
2022-10-10,차량번호 변경요청
2022-10-10,벤츠 eqe는 아직 업데이트를 안했나요?
2022-10-10,신규차량 번호 변경 요청
2022-10-10,충전카드 차량번호 변경 부탁드립니다.
2022-10-10,차량번호 변경요청드립니다
2022-10-10,언제 카드 발급 되나요?
2022-10-09,차량번호 변경 요청드립니다.
2022-10-09,차량번호 변경요청
2022-10-09,기존차량번호 교체 부탁드립니다
2022-10-09,차량번호 변경 요청
2022-10-09,기존카드 차량번호 변경 부탁드립니다.
2022-10-08,기존 카드 차량반호 변경 요청드립니다
2022-10-07,차량번호 변경 요청합니다
2022-10-07,"차량번호 변경 신청입니다,"
2022-10-07,간편결제카드 등록에 실패합니다.
2022-10-07,차량번호 변경 신청합니다.
2022-10-07,카드발급 언제쯤 되나요?
2022-10-07,전기차 충전시설이 며칠재 수리를 안해서 사용 못하고 있습니다.
2022-10-07,9월30일 신청하고 7일가량이 지났는데 접수상태에서 진행이안됩니다
2022-10-07,관용차 충전요금 영수증 발급(법인카드 이용) 관련
2022-10-07,차량번호 변경요청
2022-10-06,차량번호변경요청합니다
2022-10-06,등기는 완료됬다고나오는데 전 받은게 없어요..
2022-10-06,차량번호 변경 요청
2022-10-06,법인 전기차 운용 등록 관하여
2022-10-06,차량번호 변경 요청 드립니다.
2022-10-06,미납결제하게 계좌번호 알려주세요
2022-10-06,차량이 없으면 카드발급이 안되나요?
2022-10-06,차량번호 변경 요청
2022-10-06,차량번호 변경
2022-10-06,이용요금 조회가 안됩니다.
2022-10-05,차량번호 변경
2022-10-05,차량번호 변경요청건
2022-10-05,차량번호 변경 요청건
2022-10-05,차량 충전 체크카드를 연동시 현금영수증이 발급가능한가요?
2022-10-05,차량번호 번경
2022-10-05,충전량 자료 협조
2022-10-05,환경부 카드 차량번호 변경 요청
2022-10-05,차량번호변경요청
2022-10-05,기존 회원카드 별개 아이디에 연동 가능한지 문의드립니다
2022-10-05,차량번호 변경 요청
2022-10-04,카드 신규 발급 문의
2022-10-04,공공기관 담당자 변경관련
2022-10-04,차량번호 변경요청
2022-10-04,결제카드 등록 방법
2022-10-04,결재카드 등록 및 차량변경 신청
2022-10-04,차량번호 변경문의
2022-10-04,차량번호변경요청입니다
2022-10-04,차량번호 변경요청
2022-10-04,회원카드 차량변경
2022-10-03,전기 킥보드 유저입니다. 회원카드 발급을 어떻게 하면 되나요?
2022-10-03,"결제카드 변경했는데, 결제가 안됐어요"
2022-10-03,결제카드 등록 요청
2022-10-03,증빙서류 제출 관련
2022-10-03,차량번호 변경요청건
2022-10-02,벤츠 EQE 모델 적용 바랍니다.
2022-10-02,카드 발급 받았는데 결제카드 등록에서 목록에 보이지않습니다.
2022-10-02,충전 도용 문의건
2022-10-02,차량번호변경요청
2022-10-02,자동차번호를 어떻게 등록하나요?
2022-10-02,결재카드 등록 및 차량번호 변경요청건
2022-10-02,카드결재가 승인 되었는데 익월 타기관 이용요금 조회가 안됩니다 통화도 안되고...
2022-10-02,설치 하고 몇년째 왜 운영을 안하고 있나요?
2022-10-02,카드 등록 방법(회원카드)
2022-10-02,결제카드를 등록할 수 없습니다.
2022-10-01,새 카드 발급을 못 받았느데 등록완료로 뜹니다..
2022-10-01,차량번호 등록
2022-10-01,전기차 충전기 LED화면이 꺼저있습니다
2022-10-01,차량번호 변경요청
2022-10-01,차량번호 변경 요청
2022-10-01,차량번호 변경 요청
2022-10-01,차량 번호 변경 요청
2022-10-01,차량 번호 변경 요청드립니다.
2022-09-30,차량번호 변경요청
2022-09-30,차량번호 변경요청
2022-09-30,차량 정보 변경 부탁드립니다.
2022-09-30,차량번호 변경을 부탁드립니다.
2022-09-30,차량번호 변경 부탁드립니다.
2022-09-30,결제 카드 등록 메뉴가 보이지 않습니다.
2022-09-30,차량번호 변경 요청합니다
2022-09-30,담당자 변경
2022-09-30,차량번호 변경
2022-09-30,이용요금 조회 화면 문의
2022-09-30,타기관이용조회
2022-09-30,차량번호 입력 요청 합니다
2022-09-30,차량번호 변경 및 연락처 변경요청
2022-09-30,차량 번호 변경 요청
2022-09-30,카드비밀번호
2022-09-30,회원카드 발급받았는데 회원명이..
2022-09-30,차량번호 변경 요청
2022-09-29,차량번호 변경 요청드립니다.
2022-09-29,카드발급
2022-09-29,충전할 때
2022-09-29,차량번호 변경 요청
2022-09-29,차량번호 변경 요청
2022-09-29,차량번호 등록
2022-09-29,카드 신청후 수령에 대해서(전기차 나온 1인입니다)
2022-09-29,카드 신청 및 차량번호 변경
2022-09-29,충전카드
2022-09-29,충전카드 결제 등록
2022-09-29,승인된 카드 변경 문의
2022-09-29,차량번호 변경요청드립니다.
2022-09-29,카드 발급 차종 관련 문의
2022-09-29,환경부 카드 법인카드 등록과 관련하여 확인 요청 件.
2022-09-29,차량번호변경 요청 드립니다
2022-09-29,회원카드 등기관련문의
2022-09-29,결제카드 등록문의
2022-09-29,카드언제오나요
2022-09-29,차량 번호 변경 요청
2022-09-29,카드발급 문의입니다
2022-09-29,차량번호 수정 요청
2022-09-28,충전기고장
2022-09-28,차량번호 변경 요청
2022-09-28,결재카드 등록 문의
2022-09-28,차량번호 수정 부탁드립니다.
2022-09-28,차량정보수정 부탁드립니다
2022-09-28,차량번호 변경 부탁드립니다
2022-09-28,차량번호 변경 부탁드리겠습니다.
2022-09-28,법인 결제카드 신청 문의
2022-09-28,차량번호변경
2022-09-28,차량번호 변경 요청드립니다.
2022-09-28,급속충전 요금 부당
2022-09-28,차량 번호 변경 부탁드립니다.
2022-09-28,차량번호 변경 요청 드립니다
2022-09-28,카드발급 등기배송 문의드립니다
2022-09-28,카드 발급 문의 드립니다
2022-09-27,결재카드 변경후 승인거절로 충전실패
2022-09-27,저공해3등급 공용주차장 할인
2022-09-27,카드등록 방법 문의드립니다
2022-09-27,차데모 차량 충전소 이용 불편
2022-09-27,차량번호 변경 건
2022-09-27,차량번호 변경 요청드립니다
2022-09-27,회원카드 배송문의
2022-09-27,급속충전기 고장 문의
2022-09-27,결제 오류 관련
2022-09-27,카드발급 후 배송은 언제쯤??
2022-09-27,23일에 회원카드 발급 신청했는데 아직 접수 단계라 문의합니다
2022-09-27,신규 설치된 전기차 충전기를 '충전기 찾기'에 등록 희망
2022-09-26,전기차 차량번호로 변경 요청드립니다.
2022-09-26,플러그인 하이브리드 카드신청가능한가요??리스트에 찾아봐도 없네요
2022-09-26,정식 차량 번호 등록 요청 드립니다.
2022-09-26,결제오류
2022-09-26,차량번호 변경 부탁드립니다.
2022-09-26,충전내역문의
2022-09-26,회원카드발급문의
2022-09-26,결제문의
2022-09-26,"통합누리집 - 의무구매임차제 - ""다시 로그인 화면 반복"""
2022-09-26,차량번호 변경 요청 드립니다.
2022-09-26,차량번호 변경요청
2022-09-26,회원카드발급관련
2022-09-26,회원카드 문의
2022-09-26,joyev 충전기에 환경부멤버십카드 같이 사용할 수 있나요?
2022-09-26,멤버십카드
2022-09-26,회원카드 발급 관련
2022-09-26,차량 번호 변경 요청드립니다.
2022-09-26,차량 번호 변경 요청드려요
2022-09-26,차량 번호 변경 요청 드립니다.
2022-09-26,차량번호 변경 부탁드려요
2022-09-26,차량번호 변경 요청드립니다.
2022-09-25,"전기차가 2대 인데요,"
2022-09-25,차량번호 변경과 카드 등록은 어떻게 하는건가요? 정말 홈페이지 불편하게 되어있네요
2022-09-25,에러코드 문의
2022-09-25,차량 번호 변경 요청 및 회원카드 확인 요청
2022-09-25,차량번호 변경 요청드립니다.
2022-09-24,차량번호 등록 부탁드립니다
2022-09-24,차량번호 변경 요청드립니다.
2022-09-24,충전기 작동여부
2022-09-24,차량 번호 변경 요청합니다.
2022-09-24,중복결제
2022-09-24,차량번호 변경 요청
2022-09-24,카드 회원이 아니라고 나옵니다
2022-09-24,카드에 등록된 차량번호 변경
2022-09-24,차량번호 변경입니다.
2022-09-24,결재카드 등록불가
2022-09-24,차량번호 변경 부탁드립니다
2022-09-24,차량번호 변경 요청합니다.
2022-09-24,차량번호 변경신청 합니다
2022-09-23,자동차번호 변경 요청
2022-09-23,차량번호변경요청
2022-09-23,카드배송정보
2022-09-23,차량번호 등록변경을 부탁드립니다.
2022-09-23,아이오닉6 카드신청 안되나요
2022-09-23,결제방식 문의
2022-09-23,카드배송문의
2022-09-23,차량번호 변경 요청드립니다.
2022-09-23,카드 배송문의
2022-09-23,카드분실로 인한 재발급 요청
2022-09-23,차량번호 변경 부탁드립니다
2022-09-23,차량 번호등록 요청합니다.
2022-09-23,차량 번호 변경 부탁드립니다
2022-09-23,차량 번호 변경 부탁드립니다
2022-09-23,차량번호 변경 요청합니다.
2022-09-23,충전 이용 문자 발송 사유 확인 요청
2022-09-23,차량번호 변경 요청합니다.
2022-09-23,차량번호 변경 요청드립니다
2022-09-23,차량번호 수정과 결제카드등록 문의 드립니다.
2022-09-23,차량번호 변경 요청드립니다.
2022-09-22,차량번호 변경 요청드립니다.
2022-09-22,차량번호 변경해 주세요
2022-09-22,차량번호 수정 부탁드립니다
2022-09-22,차량번호 수정했습니다. (확인요청)
2022-09-22,차량 번호 변경 해주세요
2022-09-22,DC차데모 충전기 설치 건의에 대한 환경부 답변을 고발한다.
2022-09-22,차량번호 수정 요청
2022-09-22,차량번호 변경 요청드립니다
2022-09-22,전기차 결제 내역 누락관련 문의.
2022-09-22,회원카드발급 언제쯤 되는지요 ?
2022-09-22,전기차 충전카드 차량번호 변경 요청
2022-09-22,회원카드 발급완료 라고 나오는데 아직 받지 못했습니다.
2022-09-22,카드 언제 받을 수 있나요?
2022-09-22,카드발급 받았습니다. 차량 번호 수정 부탁 드립니다.
2022-09-22,차량번호 변경 부탁드립니다
2022-09-22,차량번호 변경 요청합니다.
2022-09-22,차량번호변경 요청합니다.
2022-09-22,차량번호 변경 부탁드립니다.
2022-09-22,전기차 충전요금 확인방법
2022-09-22,차량번호 변경부탁 드립니다.
2022-09-22,이전차량 회원카드정보 삭제 요청
2022-09-22,차량번호 변경 요청합니다.
2022-09-22,차량번호 변경 건
2022-09-22,카드 배송 문의
2022-09-21,네이버 계정연결
2022-09-21,차량 번호 변경요청
2022-09-21,카드 발급 문의
2022-09-21,차량번호 변경 및 등기 발송 여부 문의
2022-09-21,카드 태그시 인증 안됨
2022-09-21,9월11일 신청 카드 미발송
2022-09-21,차량번호 변경 부탁드립니다.
2022-09-21,환경부카드 배송 문의
2022-09-21,차량번호 변경요청 입니다.
2022-09-21,차량번호 변경 부탁 드립니다.
2022-09-21,차량번호 변경 부탁드립니다.
2022-09-21,차량번호 변경 부탁드립니다.
2022-09-21,차량번호 변경 부탁드립니다
2022-09-21,[재문의] 완속충전기 철거 관련 문의
2022-09-21,아이오닉6
2022-09-20,차량번호 등록부탁드립니다.
2022-09-20,카드수령시기
2022-09-20,카드 배송이 문의
2022-09-20,차량 번호 변경 부탁드립니다.
2022-09-20,등기번호 요청
2022-09-20,카드 인식 오류
2022-09-20,저속충전인데 급속요금 받나요?
2022-09-20,차량 번호 변경 요청합니다.
2022-09-20,추석이벤트 적용 여부 확인 요청
2022-09-20,회원카드 신청 및 배송
2022-09-20,카드는 안왔는데 발급완료로 나옵니다
2022-09-19,"카드 받지 않았는데, 발급완료.. 배송확인 요청"
2022-09-19,갑자기 ev PLUG 에서 사용이 안되요
2022-09-19,회원카드정보 수정이 안됨
2022-09-19,카드등록 안돼요
2022-09-19,카드결제등록이 안돼요.
2022-09-19,차량 번호 변경 요청드립니다
2022-09-19,급속충전기 고장 수리
2022-09-19,전기차 충전요금 확인방법
2022-09-19,충전 카드 분실 시 절차
2022-09-19,완속충전기에서 사용이 안되나요??
2022-09-19,등기번호 조회 요청드립니다.
2022-09-19,충전기 운영 문의
2022-09-19,회원카드 발급문의
2022-09-19,차량번호 변경요청
2022-09-18,신차 구매후 발급한 공공충전인프라멤버쉽카드가 급속 충전만 됩니다. 완속충전이 안됨.
2022-09-18,차량번호 변경 요청
2022-09-18,차량번호 변경신청 건
2022-09-18,등록된 회원이 아닙니다.
2022-09-18,차량번호 변경 부탁드립니다.
2022-09-18,차량번호 번호 요청 드립니다.
2022-09-17,차량번호변경요청
2022-09-17,저공해차
2022-09-17,기존 전기차 회원카드로 새로운 전기차로 갈아 타는데
2022-09-17,차량번호 변경 요청드립니다.
2022-09-17,차량번호 변경 및 결재카드 등록 문의 드립니다
2022-09-16,차량번호 교체등록 해주세요!!
2022-09-16,차량번호 교체 부탁드립니다.
2022-09-16,전기차 충전 결제취소가 안되있습니다.
2022-09-16,전기차 충전시 주차비용 무료인 공영주차장 목록
2022-09-16,충전요금 문의
2022-09-16,타기관 충전내역 영수증 출력 방법?
2022-09-16,차량 등록 변경 희망
2022-09-16,회원카드 발급 후 차량번호 등록 및 결제카드 등록 방법
2022-09-16,카드 발급 및 배송 관련
2022-09-16,요금결제가 안나와요
2022-09-16,회원카드 차량번호 변경 요청
2022-09-16,차량번호 교체 요청드립니다
2022-09-16,차량번호 변경바랍니다.
2022-09-16,충전카드 차량번호 변경
2022-09-16,차량번호 변경요청
2022-09-16,차량번호 변경
2022-09-15,차량 번호 변경 요청
2022-09-15,카드수령시기
2022-09-15,비밀번호
2022-09-15,법인회원 담당자 변경
2022-09-15,결재시 확인 불가 건
2022-09-15,차량번호 변경 부탁드립니다.
2022-09-15,한전 충전소 결제건
2022-09-14,차량번호 변경요청합니다.
2022-09-14,카드재발급 받았는데
2022-09-14,차량번호 변경 신청
2022-09-14,회원카드 문의
2022-09-14,차량번호 변경요청
2022-09-14,요금 결제가 안되서 정지가 되엇습니다
2022-09-14,비밀번호
2022-09-13,차량 번호 변경 요청합니다.
2022-09-13,차량 번호 변경 신청
2022-09-13,차량 번호 정정 요청건
2022-09-13,AC3 충전기 확충 요청
2022-09-13,의무유지관리기간 경과 후 충전기 관리 관련 문의
2022-09-13,충전소 데이터 api
2022-09-13,차량 번호 변경 요청
2022-09-13,충전소 장소명 정정요청(7개소)
2022-09-13,차량번호 변경요청
2022-09-12,전기이륜차 소유주는 환경부카드 발급이 가능한가요?
2022-09-12,환경부 카드 인식 불가
2022-09-11,차량번호변경부탁드립니다.
2022-09-11,홈 완속케이블선이 까맣게 타고 차단기가 떨어져 불안에 떨고 있습니다.
2022-09-11,카드 발급할 때 맞는 차종이 없어서 다른 차종을 입력했습니다.
2022-09-11,결재카드 등록 문의 / 충전소 개방 시간 연장 요청
2022-09-10,회원 신청 후 결제 카드 등록 신청 방법
2022-09-10,개인사업자 카드 등록 관련 문의
2022-09-10,회원카드 신청 후 결제카드 등록 방법
2022-09-10,차량번호 수정 요청
2022-09-10,카드인식
2022-09-10,결재오류
2022-09-09,결제오류
2022-09-09,차량변경 요청
2022-09-09,차량번호 수정요청
2022-09-09,차량번호 수정 요청
2022-09-09,차량번호 변경 요청건
2022-09-09,차량번호 변경 요청
2022-09-08,결제카드 변경이 안되는데 어떻게 하나요
2022-09-08,차량번호 변경해주세요.
2022-09-08,차량번호 변경
2022-09-08,결제카드 변경으로 결제가 되지 않았습니다.
2022-09-08,기존 차량 판매와 차량변경시 기존 회원카드를 어떻게 사용하나요?
2022-09-08,결제카드 등록관련 건의합니다
2022-09-08,"차량번호 변경, 가입자 명의 변경"
2022-09-08,카드 재발급
2022-09-08,차량번호 변경
2022-09-07,차량번호및 결재카드 등록 이요
2022-09-07,차량번호및 결재카드 등록 이요
2022-09-07,공공충전인프라 멤버십카드
2022-09-07,8월에 결제된 충전내역이 오늘 두번 더 중복결제 된다???
2022-09-07,차량번호 등록 바랍니다
2022-09-07,급속충전기 고장 수리
2022-09-07,차량번호 변경부탁드립니다.
2022-09-07,충전요금 조회가 안됩니다.
2022-09-07,차량번호 변경요청
2022-09-07,차량번호 변경부탁드립니다
2022-09-07,차량번호 변경 요청드립니다
2022-09-07,차량번호 변경 부탁드립니다.
2022-09-07,충전 오류 환불 관련
2022-09-07,"발급 신청을 새로하였는데, 기존 카드에 등록된 차량번호를 바꿀수도 있나요?"
2022-09-06,충전요금 조회가 안됩니다
2022-09-06,카드인증
2022-09-06,분실카드 해지관련
2022-09-06,차량번호 변경 부탁드려요
2022-09-06,결제카드 등록
2022-09-06,분실카드 재발급관련
2022-09-06,차량 정보 변경 부탁드립니다.
2022-09-06,차량번호 변경 부탁드립니다.
2022-09-06,차량번호 변경 부탁드립니다
2022-09-05,충전 결제 문의
2022-09-05,회원카드 수령 후 간편결제 등록 및 차량번호 등록 문의
2022-09-05,카드 문의
2022-09-05,차량정보 변경부탁드립니다.
2022-09-05,회원카드 사용절차
2022-09-05,납부 확인
2022-09-05,가입정보 및 회원카드 신청 문의
2022-09-05,회원확인 실패로 뜨는데요
2022-09-05,카드신규발급
2022-09-05,회원정보 변경하려고 하는데 인증이 안됩니다.
2022-09-05,지역별 충전기 대수(급속/완속) 현황
2022-09-05,이름변경
2022-09-05,차량정보 변경 요청드립니다.
2022-09-05,충전기 고장 관련
2022-09-04,환경부 카드등록 결제카드 등록이요
2022-09-04,차량 변경 요청합니다
2022-09-04,"카드 분실, 재발급 요청"
2022-09-04,차량번호 수정 요청
2022-09-04,차량번호 변경 부탁드립니다
2022-09-03,벤츠 GLC 300e
2022-09-03,차량번호변경?
2022-09-03,결제카드 등록이 안되네요
2022-09-03,차량번호 변경 부탁드립니다
2022-09-03,차량번호 변경 부탁드립니다.
2022-09-03,결제카드 번호변경
2022-09-03,회원카드 차량번호 변경 부탁드립니다.
2022-09-03,충전 금액 조회 문의
2022-09-02,차량번호 변경 부탁드립니다.
2022-09-02,포인트 등록건
2022-09-02,차량번호 변경 건
2022-09-02,차량번호 변경 부탁드립니다.
2022-09-02,"전기차 충전기 사업자, 운영자 순위에 대해 알고싶습니다."
2022-09-02,법인사업자 전화번호 정정 관련
2022-09-02,차량번호 변경
2022-09-02,차량변호 변경 요청 드립니다
2022-09-02,차량번호 수정 요청드립니다.
2022-09-02,차량등록 변경
2022-09-01,차량번호 변경 부탁드립니다.
2022-09-01,차량번호 변경 부탁드립니다
2022-09-01,차량번호 수정 요청드립니다
2022-09-01,차량번호 변경 신청합니다
2022-09-01,결제카드 해지
2022-09-01,어제 환불관련 지급해주시는 분과 통화했었는데요.
2022-09-01,차량번호 등록 요청합니다.
2022-09-01,기존차량 처분후 새로운차량구입
2022-09-01,차량번호 변경 신청합니다.
2022-09-01,저공해차 관련 질문드립니다
2022-09-01,결제카드
2022-09-01,이용내역조회시 카드결제내역이 안보입니다.
2022-08-31,충전카드 차량번호 변경하고자 합니다.
2022-08-31,충전 회원카드 차량번호 수정하고자 합니다.
2022-08-31,차량번호 변경신청합니다.
2022-08-31,차량 번호 변경 부탁드립니다.
2022-08-31,카드발급문의드립니다
2022-08-31,미납요금
2022-08-31,차량번호 문의드립니다.
2022-08-31,차량 정보 수정 요청 드립니다.
2022-08-31,계정변경문의
2022-08-31,신차 차량번호 등록해주세요
2022-08-31,결제카드 등록 문의 및 차량 번호 변경
2022-08-31,환경부카드 차량번호 수정요청합니다
2022-08-31,차량번호 변경 요청합니다.
2022-08-31,전기차 충전소 관련 데이터 문의
