날짜,제목
2019-08-03,차량번호 변경요청
2019-08-02,이용내역 바로 공지 안 되나요?
2019-08-02,환경부 api 이용 문의드립니다.
2019-08-02,환경부 카드 발급 요망 및 대영 채비 충전 불량
2019-08-01,환경부카드
2019-08-01,고객센터 전화 좀 받으세요
2019-08-01,결제 오류
2019-08-01,결제카드등록이 안됩니다.
2019-07-31,충전요금 조회 관련 문의사항
2019-07-31,포인트 충전
2019-07-31,회원카드 발급 문의
2019-07-30,장기 고장 - 철거가 바람직
2019-07-30,차량번호 변경요청
2019-07-30,청통휴게소(대구방향) 충전기 수리 언제 될까요???
2019-07-30,충전기 오류 수리 요망 및 급속 충전기 증설 요망
2019-07-29,국립생태원 전기차충전소 AC3 충전 고장
2019-07-29,충전기 이상 작동 점검 요청
2019-07-29,법인차량 등록
2019-07-29,신용카드 포인트 추가 요청의 건
2019-07-29,차량번호 변경 요청
2019-07-28,차량번호 변경 부탁드립니다.
2019-07-27,충전 대기 문의
2019-07-27,미충전 결제취소 문의
2019-07-27,차량등록된 상태인지 궁금하네요.
2019-07-27,차량번호 변경 요청
2019-07-26,급속충전기에 예약기능 삭제바랍니다.
2019-07-26,카드 발급 문의 드립니다.
2019-07-26,등기번호좀 부탁드리겠습니다.
2019-07-26,카드발급 문의드립니다.
2019-07-25,충전기 고장신고 건
2019-07-25,플러그인 하이브리드 차량은 카드발급이 안되나요?
2019-07-25,차량번호 변경 신청합니다.
2019-07-24,차량번호 변경 부탁드립니다.
2019-07-24,카드발급문의드립니다.
2019-07-24,회원카드 언제 수령가능할까요??
2019-07-24,충전카드 관련 문의 드립니다.
2019-07-24,충전카드 로밍 관련
2019-07-23,등기를 수령하지 못했습니다.
2019-07-23,중복결제관련 문의
2019-07-23,회원카드 언재 발급되나요?
2019-07-23,회원카드가 너무 늦어요....
2019-07-23,회원카드발급문의
2019-07-22,차량번호 변경 요청
2019-07-22,충전요금
2019-07-22,급속충전 불량(고령 대가야문화누리)
2019-07-21,서울대입구 교차로 충전소 충전불량
2019-07-21,7월15일 신청하였는데 아직도 신청상태네요...
2019-07-20,결제 후 충전 오류로 인해 충전이 되지 않았는데 결제금액 취소가 안됩니다.
2019-07-19,카드에러..유효한 카드번호가 아닙니다
2019-07-19,승선료 할인문의(제주도-여수)
2019-07-19,청구요금이 0원입니다.
2019-07-19,카드 나오기 전까지 충전 어찌 하져
2019-07-18,결제 카드 등록
2019-07-18,회원카드 비밀번호문의
2019-07-18,충전소 지킴이 문의
2019-07-18,환경부 충전기 로밍 관련 문의 및 개선 요청
2019-07-18,충전요금 문의
2019-07-18,충전기 에러
2019-07-18,카드를 발급받았는데 카드 인식 오류 관련
2019-07-18,카드발급 지연 관련
2019-07-17,충전요금 미사용 환불 재 문의
2019-07-17,회원카드 결제일 문의
2019-07-17,SM3 ZE 전기차 KT 충전기 충전 오류
2019-07-17,충전카드 요청
2019-07-16,결제금액 과다 청구
2019-07-16,결제카드 등록이 안되요
2019-07-16,충전기 수리 해달라고 전화도 했었는데 아직이네요..
2019-07-16,왜 답글 안달아주시나요??
2019-07-16,답답하고 더운날 열받은 느낌으로 건의합니다
2019-07-16,전기차 보조금 신청 후 거주지
2019-07-15,이동형 충전기 콘센트 보조금 가능한가요?
2019-07-15,환경부 대영채비 전기차 충전기 문제 해결요망
2019-07-15,충전기 단가 정보..아직 안되었나요?
2019-07-15,충전기 오류 신고
2019-07-15,충전기 고장 신고 메뉴 만들어 주세요!
2019-07-15,완속 충전기 고장문제
2019-07-14,아파트 충전기설치 의무화
2019-07-13,회원카드 발급시 차종 선택
2019-07-13,차량번호등록
2019-07-13,회원카드 미수취
2019-07-12,환경부 전기충전 카드
2019-07-11,전국 전기차 충전업체별 충전소 개수 문의
2019-07-11,카드발급
2019-07-11,전기차 충전소 주차요금 감면 문의
2019-07-11,충전요금
2019-07-10,홍천휴게소(양양방향)충전기
2019-07-10,충전기 고장
2019-07-10,충전 명세에 충전소명 오류
2019-07-10,충전기 수리 요망
2019-07-10,전기 이륜차 보조금 지급 범위
2019-07-10,타기관 결재내역은 언제 확인 가능하나요?
2019-07-10,재발급 문의입니다
2019-07-09,차량번호 변경 부탁드립니다~!
2019-07-09,대형마트에 전기차 충전시설의무화해주셔요.
2019-07-08,전기차로 다른 차량 점프 해줘도 되나요?
2019-07-08,차량명의 변경 후 회원 카드 사용 방법 문의
2019-07-08,충전기 수리요망
2019-07-08,충전소 충전기 고장
2019-07-08,급속충전기 고장
2019-07-08,회원카드수령
2019-07-08,충전기 고장
2019-07-08,회원카드 수령
2019-07-07,고장신고
2019-07-07,환경부 공공충전인프라 맵버십카드를 최초 발급후 사용방법 알려주세요
2019-07-07,수원시 장안구 만석공원에 충전소 설치 요청합니다.
2019-07-07,신규발급카드유효기간초과
2019-07-07,충전기 고장
2019-07-06,충전요금 결제 문의
2019-07-06,"맴버쉽카드를 수령하였는데, 미승인이라고 사용이 되지 않습니다."
2019-07-06,차가 2대인데 카드 추가 발급 가능한가요?
2019-07-05,충전요금 관련 문의
2019-07-05,충전요금 미사용 환불
2019-07-05,회원카드 발급
2019-07-05,충전요금 결제 문의
2019-07-05,충전요금 문의입니다.
2019-07-05,수원시 고색동 충전기설치 요청
2019-07-05,회원카드 발급 문의
2019-07-04,결재카드관리 > 결재카드등록
2019-07-04,6월 28일 발급신청을 했는데 카드가 아직 안왔어요.
2019-07-04,회원가입을 법인으로 가능하게 해주세요.
2019-07-04,멤버십카드로 완속 충전 안되나요?
2019-07-03,지킴이 선정관련 문의
2019-07-03,임시번호로 회원카드 발급 가능 여부
2019-07-03,결재카드을 등록하는 이유
2019-07-03,신규충전소 문의
2019-07-03,회원카드가 등록 문의
2019-07-03,전기이륜차 보조금 문의
2019-07-02,차량번호 변경하고싶습니다.
2019-07-02,정부출연연구소 전기충전소 설치건
2019-07-02,회원탈퇴가 안됩니다
2019-07-02,회원카드
2019-07-02,회원카드 배송 언제오는지요?
2019-07-01,부천 전기이륜차 보조금 문의
2019-07-01,Lpoint 등록시 오류가 계속 납니다.
2019-07-01,충전카드 분실로 인한 재발급 요청
2019-06-30,카드 발급 완료라고 뜨면서 카드는 안 왔네요
2019-06-30,환경부 카드외 민간 충전업체 카드도 별도로 신청해야 하나요?
2019-06-29,충전기 수리부탁드립니다.
2019-06-29,벤츠C350e (PHEV 차량) 회원카드 신청가능?
2019-06-29,급속충전 시 전력손실 문의
2019-06-28,결재카드 유효기간 만료로 신규카드로 변경후 충전카드 사용이 안됨
2019-06-28,PHEV 젠더 허용관련 문의 드립니다.
2019-06-28,카드접수 상태 확인과 기간이 궁금합니다.
2019-06-27,2019년 환경부 전기차 충전소 지킴이 모집안내
2019-06-27,회원카드는 언제 나오나요?
2019-06-26,언제 등기로 도착할지요?
2019-06-26,차량번호 변경 부탁드립니다.
2019-06-26,카드 재발급이 가능한지요?
2019-06-26,충전소 조회 API 이용 문의
2019-06-26,회원카드 언제 나오나요?
2019-06-26,신차 계약하고 탁송 대기 중입니다. 차 번호가 나오기 전에 미리 충전 카드를 만들고 싶습니다.
2019-06-26,결재 오류 확인요청건 연락 주신다 하셨는데 연락 못받았습니다.
2019-06-26,카드 발급이 언제 되는건가요
2019-06-26,서울에 있는데 서귀포시 사용 카드내역 결재는 뭔가요?
2019-06-26,카드가 언제 발급되는지요?
2019-06-26,수원도시공사
2019-06-25,김해금관가야 휴게소 창원방향 AC3상 충전 불가 조기 수리 요망
2019-06-24,카드신청을 한것 같은데 카드가 안와요??
2019-06-24,충전요금 조회 문의
2019-06-24,결재카드 회원번호 하나 이상 등록
2019-06-24,회원카드번호를 하나 이상 선택해주세요
2019-06-23,결제 카드 한개이상 등록
2019-06-23,이용중 불편한 사항은 언제든지 전기차 헬프데스크(1661-9408)로 문의하시기 바랍니다.
2019-06-23,결재카드변경
2019-06-22,환경부 전기차 지킴이 모집 관련 ..
2019-06-22,카드결제 과다내역 사진첨부
2019-06-22,멤버쉽 카드가 결제 거부 되어 문의 드립니다.추가 건의 포함
2019-06-21,충전요금 과다결제
2019-06-21,차량 번호 변경 요청 드립니다.
2019-06-21,회원번호 언제쯤 발급되는지 알려주세요.
2019-06-21,차량인수시 하이패스 등록 주의
2019-06-21,회원카드 발급 문의
2019-06-20,전라북도에 있는 전기차를 서울로 이전할 경우 비용이 어떻게 되는지요?
2019-06-20,차량번호판 변경요청
2019-06-20,회원번호는 언제 나오나요?
2019-06-20,카드 발송 문의
2019-06-20,회원번호는 언제 나오나요?
2019-06-19,차량번호 변경 요청을 드립니다
2019-06-19,카드 수령
2019-06-19,차량번호 변경 요청
2019-06-18,결제카드 관리
2019-06-18,결재 관련 사항 건의!!!
2019-06-17,회원카드및 결재카드 신청건
2019-06-17,회원카드 수령
2019-06-17,환경부 운영 충전기 에러
2019-06-17,전기차 충전관련문의
2019-06-17,배송문의
2019-06-16,자동차 번호는 어떻게 바꾸나요?
2019-06-15,시범운영 설비 과금 내역 확인 요청
2019-06-15,부산 온천장역 공영주차장 충전기 관리실태....
2019-06-15,결제카드등록
2019-06-14,충전카드 (동기발송) 확인부탁드립니다.
2019-06-14,결제 신용카드 등록 방법
2019-06-14,차량번호 변경
2019-06-14,영등포 빅마트
2019-06-13,창천공영주차장 사용상태 연동이 안됩니다.
2019-06-13,차량번호 수정요청
2019-06-13,충전기 표시 충전량과 차량에 충전된 충전량 사이의 차이는 무엇일까요?
2019-06-13,결제오류
2019-06-13,지원신청서 다시보냅니다
2019-06-13,자동차세문의
2019-06-12,카드
2019-06-12,서산휴게소 하행선 언제 개통하나요?
2019-06-12,문의
2019-06-11,무료 충전카드 받는 방법 알려주세요~^^;;
2019-06-11,멤버쉽카드 비밀번호문의
2019-06-11,카드를 받았는데 차량번호 등록 및 결재카드 등록이 안됩니다..
2019-06-11,건의 합니다-무료 충전(유료화)
2019-06-10,오류 관련
2019-06-10,환경부 전기차 카드 발급 소요기간 문의
2019-06-10,결재 오류 확인요청
2019-06-09,결제 오류
2019-06-09,유료였던 충전소의 상당수가 다시 무료로 운영되고 있더군요. 맞나요?
2019-06-08,차량 번호 변경 요청
2019-06-07,결제카드 등록문의
2019-06-07,전기이륜차 보조금 19년도 하반기 추가 모델에 대한 문의 건
2019-06-06,차량번호 변경 방법 문의
2019-06-05,회원카드 결제 관련 문의
2019-06-05,결제 문의
2019-06-05,차량번호 변경요청
2019-06-05,결제카드 질문드립니다.
2019-06-05,차량번호 변경 부탁드립니다
2019-06-05,"회원카드 신청했는데, 수령전에 회원번호 알 수 없나요?"
2019-06-05,카드 언제 나오나요?
2019-06-04,서울 중부수도사업소 충전기 사용에 관한 문의
2019-06-04,회원명 변경 가능 여부
2019-06-04,충전요금 결제방법 문의
2019-06-04,보조금 환수율 산정 방법
2019-06-04,결제 정보 재확인 요청 드립니다.
2019-06-04,시범운영중 충전기 요금부과건에 대해서
2019-06-04,공영주차장 내 충전기 충전시 주차요금
2019-06-03,차량번호 변경요청
2019-06-03,음성휴게소 충전기 2기 모두 고장(오래 되었어요)
2019-06-03,충전금 환불 관련 문의
2019-06-03,차량번호 변경 요청
2019-06-02,예전 전기차 충전카드로 새로 바꾼 전기차 신차에 그대로 사용해도 되나요?
2019-06-02,회원카드 차량 매핑 요청
2019-06-01,카드 발급 문의 건
2019-06-01,전기자동차공공충전인프라 카드 사용 문의입니다
2019-06-01,차량번호 변경 요청입니다.
2019-06-01,카드번호 언제 나오나요?
2019-05-31,차량 번호 변경 부탁합니다.
2019-05-30,차량번호 변경 부탁드립니다
2019-05-30,소울부스ㅓ 보ㅗ금
2019-05-30,벤츠 차량 선택 목록에 없는데 어떻게 신청 하나요?
2019-05-30,급속 충전소 충전량 질문
2019-05-30,카드 번호 언제 등록 되는지 문의드립니다.
2019-05-29,멤버십카드로는 완속충전기 사용이 어려운가요?
2019-05-29,"""환경친화적 자동차의 요건 등에 관한 규정"" 문의/질의"
2019-05-29,신형 2019 아이오닉 HP 인증
2019-05-29,충전기 오류 확인 부탁드립니다.
2019-05-29,보조금 문의 드립니다.
2019-05-28,고장난 충전기 주차시 벌금 냅니까?
2019-05-28,[추가 문의] PHEV 회원카드 발급 불가 관련 기준 문의 드립니다
2019-05-28,신형 아이오닉 HP는 언제 인증나나요?
2019-05-28,구파발광역환승주차장 충전소(DC콤보2기) 위치 문의
2019-05-28,카드를 언제쯤 수령가능 한가요?
2019-05-27,PHEV 회원카드 발급 불가 관련 기준 문의 드립니다.
2019-05-27,회원카드 신청 화면 수정요청
2019-05-27,장애인이 전기차 사면
2019-05-27,전기차 급속 충전기 고장신고
2019-05-27,카드 수령 하고 싶읍니다
2019-05-27,해수욕장인근 야외 완속! 충전기 이용 시 주차요금 문의
2019-05-27,충전 완료 알림 문자 서비스에 대한 생각
2019-05-26,결제 취소 문의합니다.
2019-05-25,장애인이 전기차 사면
2019-05-25,부가세 환급 문의
2019-05-25,회원카드 수령 방법 질의
2019-05-25,카드 수령
2019-05-24,신용카드 승인 취소 요청
2019-05-24,환급이 안됩니다
2019-05-24,전기 이륜차 판매자 관련 문의
2019-05-24,카드결제가 두번 되었습니다.
2019-05-24,기계운영 좀 잘했으면 합니다.
2019-05-24,카드 반송 관련
2019-05-23,맴버십 카드 등록 관련 문의
2019-05-23,이동형 충전기 구입방법
2019-05-23,평택 롯데마트 100kw 고장
2019-05-22,아파트 내 충전기 정보
2019-05-22,급속충전기 이용환경 개선 요청
2019-05-21,전기차 구매문의
2019-05-21,시범운영 충전을 이용했는데 환불이 되지 않습니다.
2019-05-20,주민센터 충전기 관리
2019-05-20,충주 기업도시내 폐수종말처리장 급속충전기 사용 안됨 조치 요청
2019-05-20,전기차 충전소 정보 관련입니다.
2019-05-20,불광동 한국환경산업기술원
2019-05-19,대영채비 급속 충전기 이용시 차량의 충전 부품을 손상시키는 사례에 대해 문의드립니다
2019-05-18,카드 신청을 해서 카드를 수령을 했는데..
2019-05-17,급속충전기 사용여부 확인 요청
2019-05-17,차량번호 변경
2019-05-17,카드도착
2019-05-17,전기자동차 지원 받고 싶습니다.
2019-05-16,플러그인 차량에 충전변환 젠더를 끼워서 공공급속충전소에서 충전을 해도 되나요?
2019-05-16,신형 아이오닉 인증은 언제쯤?
2019-05-16,220볼트 충전을 해야하는 전기차 사용자들도 도와주세요
2019-05-15,카드신청 문의드립니다.
2019-05-15,마이페이지 회원정보관리 비번을 모르겠습니다.
2019-05-14,충전요금 결제 관련 문의
2019-05-14,회원카드번호
2019-05-14,충전요금 확인 요망
2019-05-14,환경부 스티커 및 맑은 서울 스티커 관련 - 추가 문의
2019-05-13,dc콤보 충전방식외에 사용자들은 소외 당합니다.
2019-05-13,회원카드 승인 관련
2019-05-13,회원카드 발송
2019-05-12,고인돌공원 주차장 충전기 고장수리 요청
2019-05-12,충전소 위치 정보가 잘못되어 있는 곳이 많습니다
2019-05-10,채비 100KW DC Combo double 충전기 검증 필요
2019-05-10,채비 100KW DC Combo double 충전기 검증 필요
2019-05-09,의령소방서에 설치된 충전기 고장수리 요청
2019-05-09,충전소 확인 가능 어플리케이션 문의
2019-05-09,전기차 기변 후 번호변경 문의
2019-05-09,환경부에서 정의한 전기자동차 충전기 통신규약 관련 문의 드립니다.
2019-05-09,세종시 환경부 충전소 시범지역 문제점 보고(시범운영 중)
2019-05-09,카드배송관련 문의
2019-05-08,충전커넥터를 길게 해 주세요.
2019-05-08,회원카드 발급
2019-05-08,관광지...유적지....놀이 공원 등에 완속 충전기 많이 설치해주세요!
2019-05-07,회원카드문의
2019-05-07,환경부 스티커 및 맑은 서울 스티커 관련
2019-05-07,전기차...흠
2019-05-07,회원카드 발급관련 문의
2019-05-07,회원카드 발급 문의
2019-05-07,"일요일,공휴일 고속도로 급속충전기 충전불가 긴급 발생,,,"
2019-05-06,급속충전 끝났는데도 충전기 뽑지 않고 주차하는 전기차에 대한 과태료 부과
2019-05-04,결재카드 변경인 안되요
2019-05-04,결재 오류 건
2019-05-03,회원카드 발급 관련
2019-05-03,충전시간 제한관련 제안
2019-05-03,회원카드번호 발급 및 배송 관련
2019-05-03,전기차 충전 방식에따른 주차면
2019-05-03,제 차량은 어떤 지원금이 안나오나요? 충전소가없어요 주변에..
2019-05-02,전기차 충전소 모니터링 Open API
2019-05-02,회원번호....라도 알수 있을까요..?
2019-05-01,회원카드가 안옵니다
2019-05-01,결제 취소 문의
2019-05-01,멤버십 카드 번호 변경
2019-05-01,문경 휴게소 상행 하행 모두 충전기 몇 주째 고장입니다.
2019-05-01,결제 관련 문의드립니다.
2019-04-30,충전소 검색 문의
2019-04-30,충전방해 금지법에 대한 질의
2019-04-30,급속충전기 운영 관련 문의
2019-04-30,결제오류 문의
2019-04-30,회원카드번호 조회/발급
2019-04-29,충전요금 이상 문의
2019-04-29,부천시 전기차 보조금 문의
2019-04-29,차량 번호 수정 요청드립니다.
2019-04-29,차량 매도로 인한 카드 일시정지 또는 차량 번호 변경?
2019-04-29,환경부어플
2019-04-29,이륜차 국고보조금 신청 가능 문의
2019-04-28,회원카드 발급문의
2019-04-27,카드발급이 늦어지면 회원번호라도 빨리 좀 받을수 없나여?
2019-04-27,회원카드 및 회원 가입 정보 충전문의 합니다.
2019-04-26,집에 사람이 없어 카드가 반송되었습니다
2019-04-26,급속충전기 신용카드 이용요금 환불
2019-04-25,국고보조금 지원 관련
2019-04-25,회원카드 발급부탁드립니다
2019-04-24,카드는 언제 나오는 건가요??
2019-04-24,다자녀 취득세에 대하여
2019-04-24,충전소 찾기 지도 관련 문의 드립니다.
2019-04-24,신축 아파트 입주자 대표회의가 없습니다 충전기 설치방법이 없을까요?
2019-04-24,시범운영 충전기 환불
2019-04-24,차량번호 변경 부탁드립니다.
2019-04-23,카드를 아직 받지를 못했습니다.
2019-04-23,카드 반송된거 같은데 재발송은 어떻게 신청하나요?
2019-04-23,차량번호 변경 부탁드립니다.
2019-04-23,카드 발급 신청했는데
2019-04-23,명의변경문의
2019-04-23,회원카드 현장발급에 대하여
2019-04-23,회원카드 언제 나오나요?
2019-04-23,충전요금 문의
2019-04-23,여천 롯데마트 충전기 고장신고
2019-04-23,전입 후 전기차 보조금 지급에 관련한 불합리함
2019-04-23,카드발급 상황 확인요청
2019-04-22,모든 제작사 충전기 충전중지 버튼 추가 개선 요청
2019-04-22,임시번호판
2019-04-22,일산 백석동 코스트코 충전기 설치좀
2019-04-22,타기관 카드 요금 조회 관련
2019-04-22,아파트 kt완속충전기에 대해서 문의 드립니다.
2019-04-22,카드발급언제되나여ㅠㅠ?
2019-04-22,충전카드 추가발급 문의드립니다.
2019-04-22,전기차 보조금질문입니다.
2019-04-22,신용카드 결재 내역 확인 부탁드립니다.
2019-04-21,전기스쿠터 충전을 쉽게 할 수 있도록 충전 건물 (특히 국도) 지정 또는 충전 시설물 확대를 요청드립니다.
2019-04-20,회원카드 도대체 언제 발급되나요 ?
2019-04-20,완속 충전기
2019-04-20,회원카드 언제쯤이나 오는지요?
2019-04-20,LH충북본부 이전에 따른 충전소 사용불가 건
2019-04-19,차량번호 변경 요청 합니다
2019-04-19,충전요금과 카드청구요금이 달라요???
2019-04-18,카드신청했는데 이틀째 접수라고만 뜹니다.
2019-04-18,제주도 충전기 시험운영 중인 장소 알고 싶습니다.
2019-04-18,차량번호 변경 요청합니다.
2019-04-18,충전카드 결제건
2019-04-18,결제금액
2019-04-18,차량 번호 변경 요청합니다.
2019-04-18,회원카드 언제 받을수 있을까요?
2019-04-18,충전요금 결재가 이상한데요 ?
2019-04-18,결제카드관리 메뉴에서 자료가 없다고 나옵니다
2019-04-18,급속충전 요금 실충전금액 미정산 확인요청
2019-04-17,개인정보 변경 인증 에러
2019-04-17,차량번호 변경요청드립니다.
2019-04-17,번호라도 먼저 보내주시면 않될까요 ?
2019-04-16,차량번호 변경 건의
2019-04-16,회원카드 발송에 문제가 많은듯 싶네요.
2019-04-16,충전 카드 신청했는데 안오는중
2019-04-16,세제혜택 문의드립니다.
2019-04-16,전기차 충전 여부 공영주차장 증빙 관련
2019-04-16,충전카드 등기배송관련 문의
2019-04-15,신용카드 선결제 후 쓴만큼 취소 후 재결제안된상태로 청구
2019-04-15,결제 승인내역 확인 부탁드립니다.
2019-04-15,보조금 문의드려요
2019-04-15,무료 충전소 카드 결제 금액 취소 요청
2019-04-14,서울시 공영주차장 주차요금 감면 관련 문의
2019-04-14,카드발급 신속 처리
2019-04-13,시범 운영 환경부 급속충전기 결제 관련
2019-04-13,차번호 변경요청드려요.
2019-04-12,차량번호 변경 부탁드립니다
2019-04-12,정부과 각 지자체의 보조금까지 있는데 지자체인 군청에서 관용만 충전이 되고 민원인은 외진 곳에서 충전을 하
2019-04-12,차량번호 변경 요청
2019-04-12,명의 변경시 카드 재발급 ?
2019-04-12,카드발급상태문의드립니다.
2019-04-11,전기차 충전기 고장 신고처는 ?
2019-04-11,보조금 관련 문의입니다
2019-04-11,전기차 가상음
2019-04-11,카드발급 상황 문의 드립니다.
2019-04-11,카드발급상황 문의드립니다.
2019-04-11,BMW I3 차량 100KW급 충전기 충전 불량에 대한 문제점
2019-04-11,카드 발급 관련 문의 입니다
2019-04-10,차량 번호 변경을 요청합니다.
2019-04-10,아이오닉 Q는 차량모델을 뭘로 해야 하나요
2019-04-10,"카드 발급 신청했는데, 아직도 발송이 안되고 있는것 같습니다."
2019-04-10,충전소 시범운영 확인
2019-04-10,카드 배송 문의
2019-04-10,환경부 충전기 외 다른 충전기는 호환이 안되나요? 아 답답해요
2019-04-10,전기차 충전 시키다보면 자꾸 중간에 취소되는데 왜그런건가요?
2019-04-09,회원 카드 발급
2019-04-09,차량검색 추가요청
2019-04-08,차량번호 문의
2019-04-08,무료충전소 취소안됨 ㅜㅜ
2019-04-08,전기차 충전소를 차지하고 있는 카셰어링 업체들 단속 필요합니다.
2019-04-08,전기차 충전사업자 등록 관련 문의드립니다.
2019-04-07,완충 만원 선결제 이후
2019-04-07,충전소 현황 update
2019-04-07,차량번호 변경 요청
2019-04-06,카드에 차량 번호 및 차종 변경 요청
2019-04-06,자동차번호 변경요청드립니다.
2019-04-06,환경부 충전기 DC콤보 추가 설치 요구
2019-04-05,선결제 금액 취소에 관하여
2019-04-05,결제 카드를 등록할 회원카드번호를 하나 이상선택하라는데 안되요
2019-04-05,충전기 에러 및 건의사항
2019-04-05,자동차 번호 변경으로 인한 정보 업데이트 요청드립니다.
2019-04-05,현재 전기자동차 등록현황
2019-04-05,시험운영 충전소 결제문의
2019-04-04,급속충전 40분제한
2019-04-04,회원카드 발급문의
2019-04-04,회원카드 발급문의
2019-04-04,카드발급 문의
2019-04-04,차량 번호 변경 요청
2019-04-03,회원카드 신청
2019-04-03,회원카드 발급
2019-04-03,80% 컷 적용이 필요한 이유!
2019-04-02,회원카드사용하게 해주세요
2019-04-02,이동형 전기충전기 설치가능여부?
2019-04-02,회원정보 차량번호 정정 요청
2019-04-02,환경부 지원금을 지원받지 않는 일반 상업용 충전기 사업에 대한 문의
2019-04-02,충전기 케이블 부스 고장 신고
2019-04-02,카드신청 후 도착여부 와 보조금(충전기) 추가 신청에 대한 문의
2019-04-02,회원카드 관련 문의
2019-04-02,카드신청 문의합니다.
2019-04-02,이동형 충전기 태그 로밍에 대하여 질문드립니다.
2019-04-01,결제요금 문의
2019-04-01,카드 문의
2019-04-01,충전결제
2019-04-01,"전기자동차의 튜닝(배터리, 충전부)"
2019-04-01,카드 문의드립니다
2019-04-01,카드신청 요청
2019-04-01,정관읍 보건지소 앞 충전기 고장입니다
2019-04-01,카드 언제 받을수 있을까요 ?(카드 번호라도 알고 싶어요)
2019-04-01,경주 평생학습가족관 내 시범운영 급속충전기 고장 신고!
2019-04-01,부산 정관 보건지소 충전기 고장 신고!
2019-04-01,충전기 현황 문의드립니다.
2019-03-31,시범서비스 운영중인 급속충전기에서 선결제 후 환불이 안되었습니다.
2019-03-31,분실해제요청
2019-03-30,충전기 고장
2019-03-30,충전후 충전내역 문자 알림은 어떻게신청하나요?
2019-03-29,홈페이지 사용 문의입니다.
2019-03-29,카드 문의드립니다.
2019-03-29,전기차 충전요금 그린카드 할인혜택 언제부터 복귀되는지요
2019-03-28,카드 수령 관련 문의 입니다
2019-03-28,카드 등록 부탁드립니다.
2019-03-28,전기차 충전 문의
2019-03-28,결제카드 관리 질문입니다
2019-03-28,환경부 카드 언제 도착하나요..?
2019-03-26,"공공충전인프라 멤버십카드, 타기관 정보는 알아서 찾아보라뇨"
2019-03-26,공용 완속 충전기 설치 대수 기준이 몇대 예요?
2019-03-25,전기차 충전카드
2019-03-25,인천 중구 운서동 행정복지센타 충전기 개방시간 업무시간에만합니다.
2019-03-25,충전기가 고장인것 같습니다.
2019-03-25,DC콤보 충전기 설치 건의
2019-03-25,충전기는 있으나 DC콤보 충전기가 없는 충전기 수선 및 새로운 설치 부탁드립니다
2019-03-25,환경부 카드 및 보조금
2019-03-25,전기차 연비 관련문의
2019-03-24,충전기 커넥터를 길게 해 주세요.
2019-03-23,이동형 충전기 사업 독점으로 인해 일반 사용자들이 피해를 입지 않도록 조치 부탁드립니다.
2019-03-23,환경부 카드를 못 받았는데 발급완료라고 떠 있어요~
2019-03-23,"이마트 급속,완속충전기문의"
2019-03-23,회원카드 언제오는건가요?
2019-03-22,환경부카드
2019-03-22,이용요금 확인에 질문있습니다.
2019-03-22,차량번호 변경건.
2019-03-21,차량번호
2019-03-20,카드발급에 관해 질문이 있습니다.
2019-03-20,공공기관 환경친화적 자동차 구입시 보조금 및 기타사항
2019-03-20,공영주차장 충전기 사용가능여부 문의합니다
2019-03-20,전기차 회원카드 발급 일정 문의드립니다.
2019-03-20,홈페이지에 나와 있는 전기차 충전소 정보 관련 질문
2019-03-20,전기차 환경부 충전카드
2019-03-20,회원카드를 발급받아야만 전기차 충전이 가능한가요?
2019-03-20,회원카드발급 진행상황
2019-03-20,회원카드 신청 진행상황 요청건
2019-03-19,고장신고 : 광주테크노파크 사업화4동 주차장 완속 충전기
2019-03-19,배터리 반납 관련 문의
2019-03-19,SM3 ZE 완속충전은 불가능하나요?
2019-03-19,등록차량 변경 요청
2019-03-19,충전소 이용 데이터 질문
2019-03-19,등록차량번호 변경 요쳥 드립니다
2019-03-19,2018년 전기이륜차 보급실적 자료 문의
2019-03-19,플러그인 하이브리드 충전카드 발급 문의 드립니다.
2019-03-19,결제카드
2019-03-18,카드발급 및 차량번호 변경 관련하여~
2019-03-18,플러그인 하이브리드 보조금 문의입니다.
2019-03-18,차량번호 등록 변경
2019-03-18,충전기 고장수리 빨리 좀 해주세요..
2019-03-17,사고로 인한 폐차시
2019-03-17,충전이 안되는 이유가?
2019-03-16,전기충전기 검색용 어플 제작건의 합니다.
2019-03-16,보조금 궁금한게 있어 문의 남김니다
2019-03-16,멤버십카드 결제카드 연결
2019-03-16,시범운행지역
2019-03-16,개인정보확인(비밀번호)
2019-03-15,충전카드 번호 불일치
2019-03-15,대영채비 충전기 설치 후 서비스 신청 후 답이 없어요...
2019-03-14,BWM 330e 차량은 카드 발급이 안되나요?
2019-03-14,카드결제후 차액 환불 문의입니다.
2019-03-14,"""전기차 충전 할인에 대한 마케팅 행사기간종료""에 대해서.."
2019-03-13,PHEV 차량 구매자 환경부카드 발급이 안되나요?
2019-03-12,충전용카드 분실로 재발급 건
2019-03-12,플러그인 하이브리드 보조금
2019-03-12,고령군 일량본길 137 오른쪽 충전기 뚜껑 안 열림
2019-03-12,완속충전 가능하도록 해주십시요
2019-03-12,시범운용 중인 충전소 현황
2019-03-12,충전 카드 배송 문의
2019-03-12,인천 지역 주민센터 충전소 24시간 개방 요청의 건.
2019-03-11,해당 차종이 없는데 카드 발급이 가능한가요?
2019-03-11,인천 주민센타들의 전기충전기 사용 여부
2019-03-11,충전기가동
2019-03-11,"충전요금 결제 관련 문의드립니다.(급함, 카드대금 문제)"
