날짜,제목
2020-08-22,김해시 구산동 국립김해박물관 내 완충충전기가 고장입니다.
2020-08-22,차량번호 변경 요청합니다
2020-08-22,안녕하세요. 충전카드 차량번호 변경 부탁드립니다.
2020-08-22,충전카드 차량번호변경
2020-08-22,인천서구 홈플러스 청라점 충전기고장
2020-08-22,결제카드 등록이 안됩니다
2020-08-22,차량번호 등록과 카드등록이 안됩니다.
2020-08-22,차량번호 변경 요청드려요
2020-08-21,차량번호 변경 요청드립니다.
2020-08-21,전기차 충전소 문제점 제보
2020-08-21,차량번호 변경 요청합니다
2020-08-21,"왕산공영주차장(인천) 충전기가 8월 초에 고장났는데, 아직도 사용이 어렵나요?"
2020-08-21,환경부 급속충전기 전원이 2주정도 꺼져있습니다.
2020-08-21,차량번호 변경 요청합니다
2020-08-21,차량번호 변경 요청
2020-08-20,차량 번호 변경 요청
2020-08-20,"멤버십카드 재발급후, 등록되지않은 카드"
2020-08-20,차량번호 변경 요청
2020-08-20,환경부에서 정의한 전기자동차 충전기 통신 규약 문서 관련 문의
2020-08-20,아우디 이트론은 왜 없나요?
2020-08-19,차량번호 변경 요청
2020-08-19,차량번호 변경 요청 :)
2020-08-19,공용 완속충전기 사용 제한 조치 관련 문의
2020-08-19,차랑번호 변경요청
2020-08-19,결제 오류 취소 요청
2020-08-19,카드인식오류
2020-08-19,차량번호 변경요청 드립니다
2020-08-18,카드 배송 받지 못했습니다
2020-08-18,결제카드 입력
2020-08-18,차량번호 변경요청 드립니다
2020-08-18,차량번호 변경 요청 드립니다
2020-08-18,차량 번호 변경 요청드립니다.
2020-08-18,급속충전기 수리요청
2020-08-18,차량 번호 등록 요청
2020-08-18,급속 충전기 수리요청
2020-08-18,카드 등기배송 받지 못함.
2020-08-18,차량번호 등록바랍니다.
2020-08-17,급속 충전기 수리 요청
2020-08-17,결제카드 재등록
2020-08-17,요금 부당청구 반환을 요청합니다.
2020-08-16,차량번호 변경 요청드립니다
2020-08-15,차량번호 변경 부탁드립니다.
2020-08-15,차량번호 및 차종 변경 부탁드립니다.
2020-08-15,차량번호 및 차종 수정 요청드립니다.
2020-08-14,차량번호 등록 부탁드립니다
2020-08-14,회원카드 발급 문의
2020-08-14,차량번호 변경 부탁드려요
2020-08-14,카드재발급취소
2020-08-14,차량 번호 변경 요청 합니다.
2020-08-14,차량번호 변경요청합니다.
2020-08-14,PHEV 차량 충전 카드는 안되나요
2020-08-14,맴버쉽 카드
2020-08-14,차량변호 변경 요청
2020-08-14,플러그인하이브리드 차종 중 회원 등록이 안되는 경우가 있나요?
2020-08-14,차량번호 등록 요청
2020-08-14,간편결제 카드등록관련
2020-08-13,차량번호 변경 부탁드립니다
2020-08-13,저공해차량 문의드립니다.
2020-08-13,의무 구매임차제 관련 문의
2020-08-13,차량번호 변경 부탁드립니다.
2020-08-12,차량정보 변경 부탁 드립니다.
2020-08-12,차량번호변경요청
2020-08-12,차량번호 변경 요청드립니다~
2020-08-12,환경부 충전카드(신용카드포함)는 모든충전기가 프리패스로 충전 되도록 해주세요!!!
2020-08-11,차량번호 변경 요청합니다.
2020-08-11,전기차 보조금 현황
2020-08-11,충전 영수증 발행 시 충전기가 설치된 곳의 주소도 같이 표시가 되었으면 합니다.
2020-08-10,충전기 이상 확인해 주세요
2020-08-10,정부인천지방종합청사 충전기 이용은 일반인은 이용못하나요
2020-08-10,[긴급] 결제내역과 사용내역 금액 불일치
2020-08-10,차량번호 변경요청
2020-08-10,올해 환경부 전기차 충전기 설치 계획을 알고싶습니다.
2020-08-10,충전소 검색에서 충전 단가 표시해 주세요
2020-08-10,전기차 미소유자 충전카드 발급 방법 문의
2020-08-09,"보조금관련해서 기사를접했는데요,모델3 차량인도날짜짜"
2020-08-09,회원카드
2020-08-08,차량정보 변경 및 간편결제 등록 관련
2020-08-08,차량번호 변경요청합니다.
2020-08-07,차량번호 변경요청합니다
2020-08-07,회원카드 신청시 차량모델 업데이트 바랍니다.
2020-08-07,차량번호 변경 요청
2020-08-07,문의드립니다.
2020-08-07,차량 종류가 검색되지 않습니다
2020-08-06,급속 충전기 결제 오류 문의 건
2020-08-06,차량번호 변경해주세요
2020-08-06,신용카드 분실기간중 결제 및 신용카드 등록전 결제 관련 문의
2020-08-06,타기관 결제내역 조회에서 나온 결제금액과 신용카드에 결제된 금액이 다릅니다.
2020-08-05,차 번호 변경 요청드립니다.
2020-08-05,회원가입 문의
2020-08-05,문의드립니다.
2020-08-05,"충전기 충전소 위치 및 정보, 상태정보 관련 문의"
2020-08-04,카드 신청시 정보 오류
2020-08-04,무료 충전소 결제 관련
2020-08-03,결제카드
2020-08-03,타기관 결재 내역 및 결재 내역에 대한 건의
2020-08-03,벤츠 EQC가 차량선택에 없습니다 추가 바랍니다
2020-08-03,제주특별자치도 급속 충전 이용 후 결제 관련 문의
2020-08-02,카드 분실 재발급
2020-08-02,재발급 신청 후 카드 찾음
2020-08-01,재발급 문의
2020-07-31,회원카드관련 문의
2020-07-31,결제금액이 달라요
2020-07-31,이용요금조회 금액과 결제내역 금액 상이
2020-07-29,전기차 충전요금 인상 청구건
2020-07-29,차량번호 정정요청드립니다
2020-07-29,충전카드 결제 내역 상이
2020-07-28,등록리스트 없는 차량 카드 신청
2020-07-28,개인정보 수정요청합니다
2020-07-28,차량번호 변경 요청
2020-07-28,충전비 결제 문의드려요.
2020-07-28,킨텍스 전기차 충전 관련
2020-07-27,개인정보 변경 요청
2020-07-27,차량번호 변경
2020-07-27,수소충전소 현황에서 잘못 표시된 충전소가 있습니다.
2020-07-27,이용요금 조회 문의
2020-07-26,에코랜드 지도위치 수정
2020-07-26,시범 운영 충전 카드 취소가 되지 않습니다.
2020-07-24,충전카드 분실된걸로 쓰고싶습니다..
2020-07-24,[재문의] 급속 충전기 차량 호환 문의
2020-07-24,충전카드 발급
2020-07-24,전기차 카드 발급관련
2020-07-24,김해공항 환경부 충전 시 주차요금 관련 안내 수정 요청
2020-07-24,전기차 충전방해 신고 관련 문의사항.
2020-07-22,충전금액 설정 변경 건의
2020-07-22,차량번호 변경 요청드립니다.
2020-07-21,차량 변경시 카드 재발급?
2020-07-21,급속 충전기 차량 호환 문의
2020-07-21,예천 공군충효마을 앞 전기차충전소
2020-07-20,급속 충전기 고장 신고
2020-07-20,신규 설치 급속 충전기 문의
2020-07-20,회원카드 차량번호 변경
2020-07-20,수소차 우선순위 안내
2020-07-20,차량번호 변경으로 정보수정 요청
2020-07-20,카드 요금 결제 문의
2020-07-20,경부하 시간대는 업체별로 상이 한가요?
2020-07-20,차량번호 변경요청
2020-07-18,카드취소요청
2020-07-18,충전 부분취소 좀 빨리해줘요 무슨 취소가 이렇게 느리나요?
2020-07-17,카드관련 문의드려요..
2020-07-17,차량번호 변경
2020-07-17,문의 드려요...
2020-07-17,시그넷 기기 업데이트 해주세요
2020-07-17,회원카드를 분실하여 재발급 신청을 합니다.
2020-07-16,신용카드 결제문의
2020-07-16,차량번호 수정 및 재발급
2020-07-16,충전기 사용문의
2020-07-15,전기차 급속충전기 충전시간 연장 건의
2020-07-15,회원카드 차량번호 변경 등록
2020-07-15,충전요금 인상에 따른 설정요금 변경
2020-07-15,고객정보 변경요청
2020-07-15,전기차종 선택 유무
2020-07-15,결제 카드 등록
2020-07-14,아직 카드를 받지 못했습니다. 차량 번호 변경 부탁드립니다.
2020-07-14,급속 충전기 오류 발생
2020-07-13,무료 표기 급속충전소 충전 시 요금 부과 문의
2020-07-12,회원카드 차량번호 교체
2020-07-12,전기차 지원금 지원 관련
2020-07-12,충전 금액 조정에 관한건
2020-07-11,마이페이지 개인정보확인
2020-07-10,차량번호 수정 요청합니다.
2020-07-10,카드승인 취소(재문의)
2020-07-09,차량번호 변경 요청드립니다.
2020-07-09,결제문의 드립니다.
2020-07-08,충전비용은 어떻게 처리되는지요?
2020-07-08,홈페이지 재가입하면서 카드정보가 사라졌습니다.
2020-07-08,선결제 후 차액 입금안됨
2020-07-08,충전요금 개선 건의
2020-07-08,전기이륜차 - 전기차 충전소 사용가능 여부 궁금합니다.
2020-07-07,카드 발급 차량번호 수정
2020-07-07,차량번호 수정 및 카드등록 확인 부탁 드립니다.
2020-07-07,차량 번호_변경부탁드립니다.
2020-07-07,전기카드 신청
2020-07-06,카드 등록
2020-07-06,충전요금 취소 후 다시 결제
2020-07-03,환경부-충전사업자 로밍 프로세스/시스템 문의
2020-07-03,충전했는데 왜 내역엔 없을까요 ?
2020-07-03,카드신청한지 2달이 지났는데요
2020-07-03,저공해자동차 의무 구매임차제 지원시스템 개선 건의
2020-07-03,차량 번호_변경부탁드립니다.
2020-07-03,충전기 이용내역 문의드립니다
2020-07-02,등록된 차량 번호 변경 요청
2020-07-02,결재내역이 안뜹니다.
2020-07-02,차주 명의 변경
2020-07-02,카드 분실로 인한 재발급 요청
2020-07-02,차량번호변경부탁드립니다.
2020-07-02,차량 번호 변경요청
2020-07-01,차량번호 변경 요청드립니다.
2020-07-01,회원카드 신청 관련 수령 주소 검색이 되지 않습니다.
2020-07-01,차량번호 변경해주세요.
2020-07-01,차량번호 변경해주세요
2020-07-01,저공해차 확인에 대한 문의
2020-07-01,결제카드 등록질문
2020-06-30,차량번호 등록요청드립니다
2020-06-30,카드등록 실패
2020-06-30,차량번호 등록 요청드립니다.
2020-06-30,차량번호 등록 요청드립니다.
2020-06-30,국회 수소충전소 대기가 너무 많은데 운영시간 변경 문의 건
2020-06-29,차량번호 등록 요청드립니다.
2020-06-29,회원정보 변경
2020-06-29,급 문의 드립니다
2020-06-29,차량종류 선택 문의
2020-06-29,회원카드 배송문의
2020-06-29,카드승인문의
2020-06-29,충전기 고장신고글에 답변이 없는 이유는 뭔가요?
2020-06-29,차량 번호 번경 부탁드립니다.
2020-06-28,차량번호 변경요청드립니다. 또한 결제카드 등록은 어떻게 진행해야하나요?
2020-06-28,차량번호 변경
2020-06-28,차량등록의 건
2020-06-28,결제카드 등록시
2020-06-28,차량번호 등록
2020-06-28,차량번호 등록 요청드립니다.
2020-06-28,차량번호 변경의 건
2020-06-27,차량번호 등록 요청드립니다.
2020-06-27,차량번호 변경요청
2020-06-26,차량번호 변경/등록 요청 드립니다.
2020-06-26,차량번호 연계 부탁드립니다.
2020-06-26,충전 카드 고장
2020-06-26,카드 정보에 제 차량정보 입력 부탁드립니다.
2020-06-25,카드결제 관련
2020-06-25,차량번호 변경의 건
2020-06-25,카드에 연결된 차량번호 변경 부탁드립니다.
2020-06-25,차량선택에 차종이 없어요?
2020-06-25,카드 수령관련 문의드립니다.
2020-06-25,결제 내역 실시간 열람
2020-06-25,회원카드에 연계된 차량번호 수정 요청드립니다
2020-06-25,일반카드결제 처럼 충전할수 있도록해주세요
2020-06-24,차량번호 수정 요청
2020-06-24,차량번호 등록 부탁드립니다.
2020-06-24,차량번호 변경 부탁드립니다.
2020-06-24,차량 등록번호 변경 요청드려요
2020-06-24,등록차량 번호 수정 요청합니다.
2020-06-24,임시 번호로 발급한 카드 번호 변경 / 결제 정보 등록 문의 드립니다.
2020-06-24,회원카드에 연계된 차량번호 수정 요청드립니다.
2020-06-24,충전소 리스트
2020-06-24,차량정보 변경 신청.
2020-06-24,차량번호 수정부탁드립니다.
2020-06-24,차량 번호 변경 요청드립니다.
2020-06-24,충전결제카드 등록 변경
2020-06-24,차량번호 변경 요청 드립니다.
2020-06-24,회원카드 차량번호 수정 요합니다.
2020-06-23,회원카드 차량번호 수정 요청 합니다
2020-06-23,회원카드 차량번호 수정 요청 합니다
2020-06-23,차번호 수정요청드립니다.
2020-06-23,차량번호 수정요청
2020-06-23,차량번호수정 요청합니다.
2020-06-22,차량번호 수정 요청합니다
2020-06-22,부분공용 완속충전기 운용에 관한 질의 (답변이 없어 다시 올립니다)
2020-06-22,차량번호 교체 부탁드립니다.
2020-06-22,카드등록을 했는데 등록 성공여부는 어떻게 확인하나요?
2020-06-22,충전기 고장
2020-06-22,충전기 고장신고
2020-06-22,카드 결제 후 충전불가로 인한 환불 요청
2020-06-22,무료충전소 체크카드 오류사용금액 환불안됨.
2020-06-22,보조금 지원 문의
2020-06-21,차량번호변경 요청드립니다.
2020-06-21,차량번호 변경요청
2020-06-20,차량 번호 변경 요청합니다.
2020-06-20,차량번호 변경 요청
2020-06-20,카드를 새로 발급 받았는데 결재가 안되네요.
2020-06-20,차량번호 변경 요청드립니다.
2020-06-19,차량 번호 변경 신청 드립니다.
2020-06-19,차량번호 수정 및 결재카드 등록문의
2020-06-19,차량번호 변경 요청
2020-06-19,차량번호 변경 등록 요청드립니다
2020-06-19,차량 번호 수정등록 건
2020-06-19,차량번호 등록 부탁 드립니다.
2020-06-19,차량번호 변경 부탁드립니다.
2020-06-18,차량번호 변경 부탁드립니다
2020-06-18,차량번호 변경 요청합니다.
2020-06-18,환경부 카드 차량 번호 수정 부탁드립니다.
2020-06-18,충전기 문의
2020-06-18,차량번호 변경 요청드립니다.
2020-06-18,차량번호 등록
2020-06-18,부분공용 완속충전기 운용에 관한 질의
2020-06-18,긴급!!!탈퇴계정 이용요금 문의!!!!
2020-06-18,4자리 비밀번호 관련입니다
2020-06-18,차량번호 변경 부탁드립니다.
2020-06-18,환경부 카드의 차량번호 변경 요청합니다.
2020-06-18,환경부 카드 차량번호 수정 요청입니다.
2020-06-18,충전하지도 않았는데 카드이용내역 날아옴
2020-06-18,차량번호 나왔습니다. 변경요망
2020-06-18,환경부카드 차량번호 변경요청
2020-06-17,차량번호 변경 요청 건
2020-06-17,[요청] 차량번호 변경 요청
2020-06-17,환경부 공공충전 인프라카드 차량번호 변경 요청
2020-06-17,카드 분실 관련 문의
2020-06-17,환경부 카드 차량번호 변경요청입니다.
2020-06-17,환경부카드 차량번호 변경요청
2020-06-17,차량번호 변경요청드립니다.
2020-06-17,환경부카드 차량번호 변경요청
2020-06-17,제 카드에 연결된 차량번호변경 문의
2020-06-17,차량번호 변경 요청
2020-06-16,카드 등록 및 차량번호 변경 요청 드립니다.
2020-06-16,차량번호 변경 요청
2020-06-16,기존카드 차량번호 변경
2020-06-16,차량번호 변경 요청드립다
2020-06-15,차량번호 입력 부탁드립니다.
2020-06-15,차량번호 변경 요청드립니다.
2020-06-15,회원카드 및 결재카드 연동 관련 질문입니다
2020-06-15,동일 차량에 회원카드 2개 발급 가능여부
2020-06-14,회원카드 추가 발급가능 여부건
2020-06-14,카드 신청을 했는데 오지 않았습니다.
2020-06-13,충전이력과 결제
2020-06-13,차량번호 등록 및 공공충전인프라 맴버십카드 등록 요청 건
2020-06-13,앱으로는 결제가 되는데 카드로는 인증 실패합니다.
2020-06-12,차량번호 변경 부탁드립니다.
2020-06-12,차량번호 변경요청
2020-06-12,차량번호 변경 문의드립니다.
2020-06-12,합천 영상 테마파크 충전기 고장신고 및 점검요청
2020-06-12,차량번호 변경 문의
2020-06-12,차량정보 변경 신청
2020-06-12,차량정보 변경 신청.
2020-06-11,차량번호 변경 문의
2020-06-11,차량번호 변경 부탁드립니다.
2020-06-11,결재카드를 2개이상 등록을 할수 있나요?
2020-06-11,차량번호 변경 부탁드립니다.
2020-06-11,차량번호 변경 요청드립니다.
2020-06-11,카드 차량번호 변경 부탁드립니다.
2020-06-11,전기차 충전카드 재발급 문의드립니다
2020-06-08,전국 무료 전기차충전소 현황을 알려주세요
2020-06-08,회원카드 등기 받지 못함.
2020-06-08,급속충전기 충전 오류 증상 해결 요청
2020-06-08,충전기 정보 오류 정정 요청
2020-06-07,충전기 파손 및 터치 스크린 앞 벌레 (모기 등) 문제 등
2020-06-06,저공해차량 조회가 안됩니다.
2020-06-06,법인차량 요금 정산방법
2020-06-05,서울시 수소충전소 설치현황 문의
2020-06-04,충전요금표 요청/게시 요청
2020-06-03,충전소 충전요금 취소 문자 관련
2020-06-03,차량번호 변경바랍니다.
2020-06-03,전기차 지역 공영주차장 요금
2020-06-03,제 차가 저공해차가 아닌 것이 이상합니다.
2020-06-02,모바일 충전소 찾기 페이지에서 급속충전량 정보 누락
2020-06-02,가입
2020-06-02,차량번호 요청
2020-06-02,전기차 데이터 문의
2020-06-02,전기차 충전카드 미도달
2020-06-01,충전요금조회
2020-06-01,멤버십 카드 차량변경 요청
2020-05-30,시민의숲동측 공영주차장 파손
2020-05-29,번호판 변경
2020-05-29,결제카드변경
2020-05-29,차량번호 변경 요청합니다
2020-05-29,카드 신청 중 차량 정보가 없습니다.
2020-05-29,결제 방법 문의
2020-05-29,충전카드 차량번호 변경 신청합니다.
2020-05-27,결제 연결카드 분실로 인한 문의입니다.
2020-05-27,충전요금결제
2020-05-27,급속충전기 터치식 화면 개선 건의
2020-05-27,급속충전기 오류
2020-05-27,비회원 결제 문의드립니다
2020-05-27,회원카드 발급 및 수령
2020-05-26,저공해차 확인 페이지에서
2020-05-26,국내카드 등록 개선 요청
2020-05-25,회원카드 오프라인 발급
2020-05-25,결제관련 문의
2020-05-25,차량번호 변경요청
2020-05-25,영업용 전기화물차의 화물복지카드 지원
2020-05-25,이용요금 확인 방법
2020-05-24,어느날 갑자기 공공충전기에서 멤버십카드 인식이 안됩니다.
2020-05-22,기충전한 요금을 고지서 발급이 가능한지요?(관공서입니다)
2020-05-22,차량 충전 및 결제 문의
2020-05-20,충전비용 문의
2020-05-19,결제방식 문의
2020-05-19,차량번호 변경 요청합니다
2020-05-18,결제관련...
2020-05-18,차량번호 변경 요청
2020-05-18,충전기 동작 안 됨 및 환경부 회원 카드 사용 불가 충전소 문의
2020-05-16,PHEV 차량 소유자는 카드 발급이 안 되는지요?
2020-05-16,차량번호변경
2020-05-16,5월 9일 지난주 토요일 잘못 청구된 요금 관련 확인해 주시기 바랍니다.
2020-05-14,탈퇴한 계정에서 결재된 내역을 다시 받을 수 있을까요..
2020-05-13,차량번호 변경요청
2020-05-13,차량번호 변경 요청합니다.
2020-05-12,차량 번호 변경 요청합니다
2020-05-12,전기차 충전소 찾기 서비스에 대해 질문이 있습니다.
2020-05-12,충전 카드 차량 번호 변경 요청 드립니다.
2020-05-12,카드발송여부문의&차량번호수정 건
2020-05-11,차량넘버 수정요합니다.
2020-05-11,환경부 소속 기관의 민간인 개방여부
2020-05-11,차량번호 수정부탁드립니다.
2020-05-11,차량 선택
2020-05-10,내년부터 일반가솔린차보다 전기차 주유비가 비싸집니다
2020-05-10,차량번호 수정부탁드립니다.
2020-05-09,차량 번호 수정 요청드립니다.
2020-05-09,차량번호 수정 부탁드립니다
2020-05-09,회원카드 수령전 회원번호로 충전이 안되는데요??
2020-05-08,정산 요금 취소바랍니다.
2020-05-08,충전기 AS 및 설치교체 문의?
2020-05-08,전기스쿠터의 공용충전기 사용 관련의 건
2020-05-07,차량번호변경과 카드등록 신청
2020-05-07,차량번호 변경요청
2020-05-07,충전기제조사 관련 문의 드립니다.
2020-05-06,차량번호 변경 요청드립니다.
2020-05-06,분실된 카드번호 삭제 좀 부탁드립니다
2020-05-06,저공해차 표지 발급
2020-05-06,회원가입시 오류사항 개선요청
2020-05-06,회원카드 문의
2020-05-06,단지내 설치된 완속충전기 error관련
2020-05-05,전기차 충전소 지도 데이터는 언제 업데이트 되나요?
2020-05-05,차량번호 변경요청 드립니다.
2020-05-05,evmost 충전기...sk....환경부 로밍안되나요?
2020-05-05,차량번호 등록 및 결제카드 등록
2020-05-05,차량번호 등록
2020-05-05,차량번호변경 건
2020-05-04,충전소 또는 충전기에 발급받은 카드를 인식해도 등록되지 않는 카드라고 나옵니다
2020-05-04,차량번호 변경요청드립니다
2020-05-04,카드 차량번호 변경 요청
2020-05-04,마이페이지문의
2020-05-04,카드발급문의
2020-05-04,충전기 오류 조치 해결 부탁드립니다.
2020-05-03,카드 등록 문의드립니다.
2020-05-01,충전기 문의드려요
2020-05-01,차량번호 변경 요청드립니다
2020-05-01,충전요금 영수증 관련
2020-04-28,환경부카드의 차량 등록을 도와 주세요.
2020-04-28,카드 배송 문의
2020-04-28,차량번호변경
2020-04-28,카드 발급 문의드립니다.
2020-04-28,충전기에서 장시간 충전시 대안책
2020-04-27,카드 하나로 운영불가한가요?
2020-04-27,[문의] 카드신청 시 차량정보 입력 시 선택 차량 없음 관련
2020-04-27,카드 비밀번호 오류 횟수 초과
2020-04-26,차량번호 변경 요청
2020-04-26,회원카드를 아직 수령하지 못했읍니다.
2020-04-26,타기관 이용요금에 대해 결제 실패라고 왔습니다.
2020-04-25,회원카드 문의
2020-04-24,결제카드 관리에 배송받은 카드가 안나와요.
2020-04-24,완속 충전이 있던데.....
2020-04-24,차량번호 변경요청
2020-04-23,차량번호 변경 신청
2020-04-23,차량번호 변경요청
2020-04-22,서울 양양고속도로 구간 휴게소 전기차충전기 고장수리 건의
2020-04-22,임시번호차량 회원카드발급
2020-04-22,회원 카드 도착이 언제 되나요?
2020-04-22,충전 요금 결제오류 항의(이미 전화문의 2번하였음)
2020-04-21,급속충전기 수리요청
2020-04-21,충전소 현황
2020-04-21,차량번호 변경요청
2020-04-20,차량번호 교체 요청드립니다.
2020-04-20,이용요금이 조회가 되지 않습니다.
2020-04-19,고장 수리 요청 및 추가 설치 요망_청도새마을휴게소(대구방향)
2020-04-19,차량번호 변경 요청
2020-04-18,카드 차량번호 변경 요청
2020-04-17,차량번호 변경
2020-04-17,회원카드발급
2020-04-15,충전카드 차량번호 변경 문의
2020-04-14,구청 충전기 추가설치 질문드립니다.
2020-04-14,임시번호로 등록된 공공충전인프라 멤버십카드 차량번호 변경
2020-04-14,차량번호 변경
2020-04-14,차종등록
2020-04-14,결제 카드를 변경했는데 적용이 되질 않네요.
2020-04-13,비회원 충전시 결제 오류
2020-04-13,차량번호 변경 요청
2020-04-12,[긴급] 임시번호로 등록된 카드 차량번호변경
2020-04-11,차량번호 변경
2020-04-11,차량번호변경 문의합니다.
2020-04-10,차량이용자가 달라서 계정을 바꾸고 싶은데요
2020-04-10,질의 4757 에 연관하여
2020-04-10,결제카드 차량번호 변경
2020-04-10,차량번호변경
2020-04-10,카드 등기번호좀 부탁드립니다
2020-04-10,차량번호 변경부탁드립니다.
2020-04-09,개인정보 수정
2020-04-09,제가 사용하지 않은 충전이
2020-04-09,전주 이마트 지하주차장에 있는 급속충전기 수리 바랍니다.
2020-04-09,회원카드 수량
2020-04-09,차량번호변경부탁드립니다.
2020-04-09,차량번호 변경 부탁드립니다.
2020-04-09,충남도청 충전기 수리요망
2020-04-08,중고전기차 구매를 위한 카드
2020-04-08,차량번호 변경 요청
2020-04-08,시흥 갯골공원 충전기 고장
2020-04-07,회원카드 분실 및 재발급 관련
2020-04-07,공공기관 전기충전 카드 사용방법 문의
2020-04-07,상암 수소 충전소 OPEN 일정
2020-04-06,차량 번호 변경 요청
2020-04-06,차량번호 변경하겠습니다.
2020-04-05,멤버십 카드
2020-04-04,결제카드 등록
2020-04-04,차량번호 변경 건
2020-04-04,차량번호 수정요청합니다.
2020-04-03,질문요
2020-04-02,차량번호 변경요청
2020-04-02,업무시간에 전화가 되지 않네요~
2020-04-02,차량번호수정및결제카드등록이안되요
2020-04-02,외부인의 부분공용충전기사용에 관하여
2020-04-02,전기차충전소 모니터링시스템에 관하여
2020-04-01,충전카드 차량번호 변경 문의
2020-04-01,차량번호 변경 요청
2020-04-01,차량 번호 변경 요청(오기 수정 요청)
2020-04-01,충전카드 차량번호 변경 문의
2020-04-01,회원카드 차량번호 변경 요청합니다.
2020-04-01,차량 번호 변경 요청드립니다.
2020-04-01,콜센터 상담사 어이없네요.
2020-04-01,차량번호변경 요청드립니다.
2020-03-31,차량번호 변경 부탁드립니다.
2020-03-31,비공용 완속 충전기 이전 설치 문의
2020-03-31,차량번호 반영 요청
2020-03-31,회원카드 차량번호 변경 요청드립니다
2020-03-31,차량번호 변경 요청드립니다.
2020-03-31,급속 충전기 카드 결제 오류
2020-03-31,카드 언제쯤 오나요
2020-03-30,차량 번호 변경 부탁드립니다.
2020-03-30,광주시청 충전금액 문의 드립니다.
2020-03-30,차량번호 변경
2020-03-30,[요청] 전기차 충전 사업하는 사업자 확인 요청
2020-03-30,서울역사박물관 내 전기차충전기 관리 점검 요청
2020-03-30,차량 등록을 해지하고싶습니다
2020-03-30,차량 종류하고 차량 번호 변경하고 싶은데 어떻게 하면 될까요?
2020-03-30,차량번호 변경 부탁드립니다.
2020-03-30,차량번호 변경부탁드립니다.
2020-03-30,저공해차량 증명서 발급
2020-03-30,차량 번호 변경 요청합니다.
2020-03-29,차량번호 변경 바랍니다.
2020-03-29,차량번호 변경 요청
2020-03-29,충전소 모니터링 서비스 개선요청
2020-03-29,차량번호 수정원합니다
2020-03-28,차량번호 수정 부탁드립니다.
2020-03-28,멤버쉽카드에 티머니를 충전하여 충전요금을 결재할 수는 없는지요?
2020-03-28,회원카드 차량번호 변경 요청건
2020-03-28,차량번호 변경 요청합니다.
2020-03-28,광주 양3동주민센터 급속충전기 설치 후 장기미운영
2020-03-28,차량번호 변경을 요청합니다.
2020-03-27,환경부 충전소 운영 관련 문의
2020-03-27,차량번호 변경 요청
2020-03-27,차량번호 수정부탁합니다.
2020-03-27,공공데이터포털 전기차충전소 누락건에 대하여
2020-03-27,차량번호 변경 부탁드립니다.
2020-03-27,차량번호 변경 요청합니다.
2020-03-27,차량번호 수정부탁드립니다.
2020-03-27,임시발급 건 차량번호 등록 및 카드 배송정보 요청
2020-03-27,차량 번호 변경 부탁 드립니다.
2020-03-27,차량번호 수정 부탁드립니다.
2020-03-27,"전기차 신차 출고 후, 환경부카드 번호 발급 문의"
2020-03-27,차량번호 변경 부탁드립니다.
2020-03-27,차량번호 변경 부탁드립니다
2020-03-26,결재카드등록이 안되요
2020-03-26,충전카드 차량번호 수정 할려는데...
2020-03-26,전기차 충전카드를 분실하여 재발급 신청합니다.
2020-03-26,차량 번호 바꿀 수 있나요
2020-03-26,차량 번호 수정 부탁드립니다.
2020-03-26,차량번호 수정부탁드립니다
2020-03-26,차량번호 수정 부탁드립니다.
2020-03-25,차량번호 수정부탁드립니다.
2020-03-25,차량번호 수정 부탁드립니다.
2020-03-25,ㅋ차량번호 수정 부탁드립니다.
2020-03-25,차량번호 수정 부탁드립니다.
2020-03-25,차량번호 수정 요청드립니다.
2020-03-25,차량번호 수정 부탁드립니다.
2020-03-25,카드번호 수정
2020-03-25,충전카드 언제받아볼수 있나요?
2020-03-25,차량번호 수정
2020-03-25,카드 승인취소
2020-03-24,카드 일부취소 미처리건 확인 요청
2020-03-24,회원카드 부정사용
2020-03-24,차량번호 수정
2020-03-24,차량번호 변경 요청드립니다.
2020-03-24,차량번호 변경
2020-03-24,차량번호 수정 요청
2020-03-24,차량번호 수정
2020-03-23,차량번호 수정요청
2020-03-23,차량번호 수정 요청드립니다
2020-03-23,차량번호 변경
2020-03-23,파워큐브 이동식 충전기
2020-03-23,차량번호 변경요청
2020-03-23,전기차 충전카드 관련
2020-03-23,환경부 전기차 충전소 api관련 문의사항
2020-03-23,차량번호 수정 부탁드립니다.
2020-03-23,차량번호 수정 요청
2020-03-22,개인사업자 충전기이용관련
2020-03-22,회원제 이용이유
2020-03-22,차량번호 변경요청
2020-03-22,PSTEC 충전기에서 '회원확인이 실패하였습니다' 라고 뜹니다 어떻게 해야 하나요?
2020-03-21,차량번호 변경 부탁드립니다.
2020-03-21,차량 번호 변경 요청
2020-03-20,차량번호 변경요청
2020-03-20,추가발급카드등록
2020-03-20,회원카드 추가발급 문의
2020-03-20,타기관 이용요금 영수증 출력방법 문의
2020-03-20,차량번호 등록 요청 드립니다.
2020-03-19,차량번호 변경 부탁드립니다.
2020-03-19,충전요금결제?
2020-03-19,수소 충전시 할인카드 문의
2020-03-19,차량번호 변경 요청드립니다.
2020-03-18,공공충전인프라 멤버쉽카드는?
2020-03-18,차량번호 변경 요청드립니다.
2020-03-18,차량번호 변경요청 합니다
2020-03-18,카드 신청했는데 언제 받을수 있나요?
